PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status,
431, 3238557040, 0.18455646932125092, 0.6543561220169067, -0.24571967124938965, 0.6909261345863342, 0.9999993443489075, 0.0008272472769021988, 0.0005251597613096237, 0.000581786036491394, 0.07572311162948608, 0.0011986494064331055, 0.0049704909324646, 9.086901664733887, 0.13900509476661682, 0.6011828780174255, 11.37592601776123, 7.221756458282471, 8.000454902648926, -1.02880859375, -0.26904296875, -0.267822265625, 0, 
432, 3238565373, 0.18400031328201294, 0.653922438621521, -0.24567124247550964, 0.691502034664154, 0.9999995231628418, 0.00048057921230793, 0.0005398597568273544, 0.0006842780858278275, 0.07605761289596558, 0.0009695887565612793, 0.004046261310577393, 9.127095222473145, 0.11038720607757568, 0.49040767550468445, 6.608704566955566, 7.423903465270996, 9.40987777709961, -1.02783203125, -0.26806640625, -0.262451171875, 0, 
433, 3238573706, 0.1837521195411682, 0.6534212231636047, -0.24580080807209015, 0.6919956803321838, 0.9999995827674866, 0.00012467801570892334, 0.0005941335111856461, 0.0007167607545852661, 0.07580310106277466, -0.000028192996978759766, 0.004969239234924316, 9.0963716506958, -0.009914939291775227, 0.6018099188804626, 1.7145147323608398, 8.17025089263916, 9.85656452178955, -1.033203125, -0.265625, -0.265380859375, 0, 
434, 3238582039, 0.1836281716823578, 0.6528247594833374, -0.2462524026632309, 0.6924307346343994, 0.9999995231628418, -0.00021244864910840988, 0.0005747582763433456, 0.0007266271859407425, 0.07440364360809326, -0.00026935338973999023, 0.007229983806610107, 8.928274154663086, -0.03892677649855614, 0.8727039098739624, -2.9214961528778076, 7.903811454772949, 9.992243766784668, -1.03369140625, -0.26708984375, -0.266845703125, 0, 
435, 3238590372, 0.18369939923286438, 0.6523115634918213, -0.24681612849235535, 0.692694902420044, 0.9999995231628418, -0.0004349825903773308, 0.00044772401452064514, 0.0007452387362718582, 0.07407444715499878, -0.00031745433807373047, 0.008577466011047363, 8.888792991638184, -0.04523339122533798, 1.0333354473114014, -5.981679916381836, 6.156894207000732, 10.24817943572998, -1.02978515625, -0.26318359375, -0.268798828125, 0, 
436, 3238598705, 0.18367372453212738, 0.6518949270248413, -0.2475692629814148, 0.6928253173828125, 0.9999995231628418, -0.0005275895819067955, 0.00022032298147678375, 0.0007555056363344193, 0.0732799768447876, 0.00009042024612426758, 0.009957671165466309, 8.793692588806152, 0.003605491016060114, 1.1969022750854492, -7.2551703453063965, 3.029780387878418, 10.38936710357666, -1.0361328125, -0.2626953125, -0.268798828125, 0, 
437, 3238607038, 0.18375170230865479, 0.6516357064247131, -0.24835750460624695, 0.6927662491798401, 0.9999995231628418, -0.0006371187046170235, 0.000016948208212852478, 0.0007691122591495514, 0.0758594274520874, 0.0004715919494628906, 0.010524153709411621, 9.103515625, 0.0488986074924469, 1.263135313987732, -8.761363983154297, 0.2330639809370041, 10.576478958129883, -1.03173828125, -0.2626953125, -0.267333984375, 0, 
438, 3238615371, 0.18374274671077728, 0.6514540314674377, -0.24935871362686157, 0.6925797462463379, 0.9999994039535522, -0.0007456662133336067, -0.0001904768869280815, 0.0007894095033407211, 0.07359153032302856, 0.0010090470314025879, 0.010814428329467773, 8.831679344177246, 0.1131095215678215, 1.2961814403533936, -10.254057884216309, -2.6193506717681885, 10.855595588684082, -1.033203125, -0.2578125, -0.269775390625, 0, 
439, 3238623704, 0.1838899552822113, 0.6513922810554504, -0.2504812180995941, 0.6921936273574829, 0.9999991059303284, -0.0009557148441672325, -0.00038492772728204727, 0.000834781676530838, 0.07535845041275024, 0.0014400482177734375, 0.010760307312011719, 9.044013023376465, 0.1640307456254959, 1.2879693508148193, -13.142550468444824, -5.29334831237793, 11.479533195495605, -1.029541015625, -0.25537109375, -0.274169921875, 0, 
440, 3238632037, 0.18407313525676727, 0.6512630581855774, -0.25192010402679443, 0.6917442679405212, 0.9999987483024597, -0.0012298310175538063, -0.00043053459376096725, 0.000880461186170578, 0.07894808053970337, 0.002891838550567627, 0.00882101058959961, 9.474907875061035, 0.3373902142047882, 1.0549067258834839, -16.912071228027344, -5.920514106750488, 12.107698440551758, -1.033203125, -0.255859375, -0.269775390625, 0, 
