PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status,
0, 4270514380, 0.09577949345111847, 0.7423950433731079, -0.07552468776702881, 0.6587633490562439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.958984375, -0.40380859375, 0.03955078125, 0, 
1, 4270522713, 0.09577375650405884, 0.7423814535140991, -0.07555645704269409, 0.6587759256362915, 1, -0.00001704692840576172, 0.000014896504580974579, 0.000029561109840869904, 0.08094823360443115, 0.0034780502319335938, -0.009249269962310791, 9.714176177978516, 0.41738268733024597, -1.1099567413330078, -0.2344214916229248, 0.20484986901283264, 0.40651074051856995, -0.955322265625, -0.402587890625, 0.037353515625, 0, 
2, 4270531046, 0.09577823430299759, 0.7423645257949829, -0.07557271420955658, 0.6587924957275391, 1, -0.0000144224613904953, 0.000022168271243572235, 0.00001192186027765274, 0.08065879344940186, 0.0035346150398254395, -0.00923144817352295, 9.67944049835205, 0.4241703748703003, -1.1078180074691772, -0.19833101332187653, 0.3048478066921234, 0.16394390165805817, -0.95751953125, -0.402587890625, 0.0380859375, 0, 
3, 4270539379, 0.09579184651374817, 0.7422714829444885, -0.07556317746639252, 0.6588985323905945, 1, -0.000010848045349121094, 0.000013467855751514435, 0.000010489486157894135, 0.08075088262557983, 0.0036244988441467285, -0.009288787841796875, 9.690491676330566, 0.4349569082260132, -1.114699125289917, -0.14917729794979095, 0.18520373106002808, 0.14424654841423035, -0.9580078125, -0.401123046875, 0.0390625, 0, 
4, 4270547712, 0.09578022360801697, 0.7422637343406677, -0.07556964457035065, 0.6589081883430481, 1, 0.0000042887404561042786, 0.000010724179446697235, 0.00001394469290971756, 0.08050709962844849, 0.0037908554077148438, -0.00916445255279541, 9.661236763000488, 0.4549208879470825, -1.099778175354004, 0.05897677689790726, 0.14747393131256104, 0.19176097214221954, -0.95556640625, -0.402099609375, 0.038330078125, 0, 
5, 4270556045, 0.09575016796588898, 0.7422788143157959, -0.07536552101373672, 0.6589189171791077, 1, 0.00001764204353094101, 0.000013700686395168304, 0.00001871492713689804, 0.08058375120162964, 0.003757953643798828, -0.009239017963409424, 9.670434951782227, 0.4509725868701935, -1.1087260246276855, 0.24260522425174713, 0.18840549886226654, 0.25735902786254883, -0.958984375, -0.402587890625, 0.04150390625, 0, 
6, 4270564378, 0.0957188680768013, 0.7422728538513184, -0.07536283135414124, 0.6589304208755493, 1, 0.00002527143806219101, 0.00001048017293214798, 0.000020145438611507416, 0.08070617914199829, 0.0038003921508789062, -0.00932854413986206, 9.685128211975098, 0.45606541633605957, -1.1194697618484497, 0.3475211262702942, 0.14411848783493042, 0.27703073620796204, -0.956298828125, -0.401123046875, 0.037353515625, 0, 
7, 4270572711, 0.09563379734754562, 0.7423157691955566, -0.07484658807516098, 0.6589534282684326, 1, 0.00003111455589532852, 0.000020372681319713593, 0.00002038571983575821, 0.08070653676986694, 0.003689885139465332, -0.009510219097137451, 9.685171127319336, 0.44280388951301575, -1.1412718296051025, 0.4278729557991028, 0.2801556885242462, 0.2803349792957306, -0.957763671875, -0.402587890625, 0.035888671875, 0, 
8, 4270581044, 0.09560152143239975, 0.7423007488250732, -0.07484006136655807, 0.6589757800102234, 1, 0.000028493814170360565, 0.00002466607838869095, 0.000019670464098453522, 0.08061546087265015, 0.003686070442199707, -0.009507060050964355, 9.67424201965332, 0.44234639406204224, -1.1408923864364624, 0.39183375239372253, 0.33919647336006165, 0.2704991102218628, -0.95703125, -0.404541015625, 0.03759765625, 0, 
9, 4270589377, 0.09588608890771866, 0.7423675656318665, -0.07480927556753159, 0.6588627099990845, 1, 0.00001657102257013321, 0.00002574268728494644, 0.00001287367194890976, 0.08053988218307495, 0.003896057605743408, -0.009381234645843506, 9.665172576904297, 0.46754515171051025, -1.12579345703125, 0.22787705063819885, 0.354001522064209, 0.17703278362751007, -0.95556640625, -0.402587890625, 0.03955078125, 0, 
10, 4270597710, 0.09587310999631882, 0.7423462867736816, -0.07481648027896881, 0.6588878631591797, 1, 0.000004650093615055084, 0.00003098975867033005, 0.000017999671399593353, 0.08073878288269043, 0.0037561655044555664, -0.00948399305343628, 9.689041137695312, 0.45075783133506775, -1.1381245851516724, 0.0639459416270256, 0.42615681886672974, 0.24752314388751984, -0.9580078125, -0.401611328125, 0.0390625, 0, 
11, 4270606043, 0.09589633345603943, 0.7424522042274475, -0.07455272972583771, 0.6587948203086853, 1, 0.00001156982034444809, 0.00003528129309415817, 0.000009535811841487885, 0.08066314458847046, 0.003722667694091797, -0.009326517581939697, 9.679965019226074, 0.44673776626586914, -1.1192270517349243, 0.15910279750823975, 0.4851720333099365, 0.13113205134868622, -0.958251953125, -0.401611328125, 0.03759765625, 0, 
12, 4270614376, 0.09589370340108871, 0.7424274682998657, -0.07455439120531082, 0.6588229537010193, 1, 6.025657057762146e-7, 0.00003695208579301834, 0.000007507391273975372, 0.08089274168014526, 0.003858208656311035, -0.009091854095458984, 9.70751667022705, 0.4630035161972046, -1.0910660028457642, 0.008286205120384693, 0.5081480145454407, 0.10323818027973175, -0.958251953125, -0.40283203125, 0.036376953125, 0, 
13, 4270622709, 0.0960746631026268, 0.7424855828285217, -0.07453493028879166, 0.6587332487106323, 1, 2.4866312742233276e-7, 0.000045058317482471466, -1.2293457984924316e-7, 0.08092391490936279, 0.0036890506744384766, -0.009284257888793945, 9.711257934570312, 0.4427037537097931, -1.1141554117202759, 0.003419500309973955, 0.6196210980415344, -0.0016905395314097404, -0.95751953125, -0.402099609375, 0.0390625, 0, 
14, 4270631042, 0.0960727408528328, 0.7424464821815491, -0.0745263397693634, 0.6587785482406616, 1, 0.000006691552698612213, 0.00006007682532072067, 0.000002144835889339447, 0.0807265043258667, 0.0035670995712280273, -0.009521186351776123, 9.687565803527832, 0.4280691146850586, -1.1425877809524536, 0.09201914072036743, 0.8261486887931824, 0.029494792222976685, -0.953369140625, -0.403564453125, 0.037353515625, 0, 
15, 4270639375, 0.09611038863658905, 0.7424537539482117, -0.07439634948968887, 0.6587795615196228, 1, 0.000036492012441158295, 0.00006352458149194717, 0.000004776753485202789, 0.08042269945144653, 0.003673732280731201, -0.009664297103881836, 9.65110969543457, 0.44086581468582153, -1.159761905670166, 0.5018212795257568, 0.8735606670379639, 0.06568770110607147, -0.959228515625, -0.40087890625, 0.03759765625, 0, 
16, 4270647708, 0.09607075899839401, 0.7424041032791138, -0.07436253875494003, 0.6588451266288757, 1, 0.000051754526793956757, 0.00008163880556821823, 0.000010979361832141876, 0.08025616407394409, 0.003580749034881592, -0.009807109832763672, 9.631124496459961, 0.42970705032348633, -1.1769001483917236, 0.7117042541503906, 1.1226589679718018, 0.15098309516906738, -0.954345703125, -0.402587890625, 0.037841796875, 0, 
17, 4270656041, 0.09615617245435715, 0.7424163222312927, -0.0743788480758667, 0.6588168740272522, 1, 0.000036374665796756744, 0.00007377844303846359, 0.000012882985174655914, 0.0801817774772644, 0.0037764310836791992, -0.009794414043426514, 9.622199058532715, 0.453189492225647, -1.1753768920898438, 0.5002076029777527, 1.0145671367645264, 0.1771608591079712, -0.955322265625, -0.402587890625, 0.036376953125, 0, 
18, 4270664374, 0.09613759815692902, 0.7423742413520813, -0.07437535375356674, 0.6588672995567322, 1, 0.000015863217413425446, 0.00006412994116544724, 0.00001764018088579178, 0.08028990030288696, 0.003926217555999756, -0.009477674961090088, 9.635172843933105, 0.47116491198539734, -1.1373664140701294, 0.21814362704753876, 0.881885290145874, 0.2425796091556549, -0.95654296875, -0.401611328125, 0.03955078125, 0, 
19, 4270672707, 0.09622318297624588, 0.7424333691596985, -0.07444082945585251, 0.6587809920310974, 1, 0.0000025024637579917908, 0.0000445852056145668, 0.000020734034478664398, 0.0805656909942627, 0.004212856292724609, -0.009223103523254395, 9.668268203735352, 0.505562961101532, -1.1068166494369507, 0.034412723034620285, 0.6131150722503662, 0.28512483835220337, -0.9560546875, -0.405029296875, 0.036865234375, 0, 
20, 4270681040, 0.09621881693601608, 0.7424249053001404, -0.07445195317268372, 0.658789873123169, 1, -0.000004297122359275818, 0.000010729767382144928, 0.000012627802789211273, 0.0806434154510498, 0.004194080829620361, -0.009490489959716797, 9.677596092224121, 0.5033097863197327, -1.1389042139053345, -0.05909203737974167, 0.1475507915019989, 0.17365171015262604, -0.953369140625, -0.403076171875, 0.037841796875, 0, 
21, 4270689373, 0.09628956764936447, 0.7425065040588379, -0.0744582936167717, 0.6586869955062866, 1, -0.00000764988362789154, -0.000012751668691635132, 0.000020378269255161285, 0.08079570531845093, 0.0039632320404052734, -0.009198486804962158, 9.695871353149414, 0.4756068289279938, -1.1038625240325928, -0.10519767552614212, -0.17535504698753357, 0.2802325189113617, -0.95849609375, -0.404052734375, 0.0390625, 0, 
22, 4270697706, 0.09626507014036179, 0.7425093054771423, -0.07447027415037155, 0.6586860418319702, 1, 0.000010468997061252594, -0.000005487352609634399, 0.000024800188839435577, 0.08099418878555298, 0.003730952739715576, -0.00945955514907837, 9.71968936920166, 0.4477321207523346, -1.1351916790008545, 0.14396481215953827, -0.07545953243970871, 0.341040700674057, -0.957763671875, -0.401611328125, 0.035888671875, 0, 
23, 4270706039, 0.09624526649713516, 0.7425786256790161, -0.07436280697584152, 0.6586229801177979, 1, 0.000055056996643543243, -2.2351741790771484e-8, 0.00002161134034395218, 0.08111661672592163, 0.0037112832069396973, -0.0096893310546875, 9.734382629394531, 0.4453717768192291, -1.1627660989761353, 0.757118284702301, -0.0003073708212468773, 0.2971891164779663, -0.952392578125, -0.403564453125, 0.034912109375, 0, 
24, 4270714372, 0.0961790382862091, 0.7425535321235657, -0.07434200495481491, 0.658663272857666, 1, 0.0000635320320725441, 0.00004360731691122055, 0.000033886171877384186, 0.08099615573883057, 0.003981113433837891, -0.010559678077697754, 9.719926834106445, 0.477752685546875, -1.2672119140625, 0.8736631274223328, 0.5996676087379456, 0.4659869372844696, -0.95947265625, -0.4033203125, 0.03759765625, 0, 
25, 4270722705, 0.09628565609455109, 0.7425476908683777, -0.07444404065608978, 0.6586426496505737, 1, 0.00005614478141069412, 0.00007735099643468857, 0.00005246791988611221, 0.08064645528793335, 0.0042035579681396484, -0.01047748327255249, 9.677961349487305, 0.5044471025466919, -1.2573481798171997, 0.7720770835876465, 1.0636951923370361, 0.7215145826339722, -0.955322265625, -0.404052734375, 0.035888671875, 0, 
26, 4270731038, 0.09623132646083832, 0.7424853444099426, -0.07445160299539566, 0.6587200164794922, 1, 0.000035054050385951996, 0.00009369384497404099, 0.00005351845175027847, 0.08060330152511597, 0.00454479455947876, -0.010603129863739014, 9.672781944274902, 0.5453971028327942, -1.2724263668060303, 0.48204705119132996, 1.2884342670440674, 0.7359609603881836, -0.95654296875, -0.406982421875, 0.036376953125, 0, 
27, 4270739371, 0.09632819890975952, 0.7425063252449036, -0.07453487813472748, 0.6586728096008301, 1, 0.000005605630576610565, 0.00009252037853002548, 0.00005539972335100174, 0.0804826021194458, 0.004688739776611328, -0.009840965270996094, 9.658297538757324, 0.5626712441444397, -1.1809630393981934, 0.07708603888750076, 1.2722973823547363, 0.7618312835693359, -0.95654296875, -0.406005859375, 0.0380859375, 0, 
28, 4270747704, 0.09630169719457626, 0.7424459457397461, -0.07456748932600021, 0.6587410569190979, 1, -0.0000025015324354171753, 0.00008525233715772629, 0.00005277153104543686, 0.08045428991317749, 0.00480198860168457, -0.009688973426818848, 9.654900550842285, 0.5762616395950317, -1.162723183631897, -0.03439991921186447, 1.1723507642745972, 0.7256896495819092, -0.958251953125, -0.4033203125, 0.035400390625, 0, 
29, 4270756037, 0.09632709622383118, 0.7425137162208557, -0.07452824711799622, 0.6586653590202332, 1, -0.00001337006688117981, 0.000057962723076343536, 0.000055274926126003265, 0.08044028282165527, 0.004732787609100342, -0.009263277053833008, 9.653219223022461, 0.5679571628570557, -1.1116375923156738, -0.1838589608669281, 0.7970765233039856, 0.7601152062416077, -0.95458984375, -0.405517578125, 0.038818359375, 0, 
30, 4270764370, 0.09630105644464493, 0.742484450340271, -0.07457499951124191, 0.6586968302726746, 1, -0.000011960044503211975, 0.00003626663237810135, 0.00005719158798456192, 0.0807763934135437, 0.004540801048278809, -0.008856117725372314, 9.693554878234863, 0.5449179410934448, -1.0627764463424683, -0.16446898877620697, 0.4987219572067261, 0.7864722013473511, -0.955078125, -0.401611328125, 0.038818359375, 0, 
31, 4270772703, 0.09632029384374619, 0.7425667643547058, -0.07448690384626389, 0.6586112380027771, 1, -0.000013874843716621399, 0.000018741004168987274, 0.0000513540580868721, 0.08065593242645264, 0.004348635673522949, -0.009155511856079102, 9.679100036621094, 0.5218572616577148, -1.0987051725387573, -0.19080041348934174, 0.2577175796031952, 0.706197202205658, -0.955322265625, -0.406005859375, 0.034912109375, 0, 
32, 4270781036, 0.09631524980068207, 0.742550253868103, -0.07454176992177963, 0.6586244106292725, 1, -0.00003294646739959717, 0.000015060417354106903, 0.00004656519740819931, 0.08080893754959106, 0.0040503740310668945, -0.009243428707122803, 9.69745922088623, 0.48606428503990173, -1.1092557907104492, -0.45306459069252014, 0.2071039080619812, 0.6403431296348572, -0.957763671875, -0.403564453125, 0.036376953125, 0, 
33, 4270789369, 0.09646482020616531, 0.742594301700592, -0.07456354796886444, 0.6585503816604614, 1, -0.00003948435187339783, 0.000019832514226436615, 0.000036182813346385956, 0.080535888671875, 0.0042421817779541016, -0.00948554277420044, 9.664692878723145, 0.5090821385383606, -1.1383105516433716, -0.5429704785346985, 0.2727275490760803, 0.49756932258605957, -0.958251953125, -0.40771484375, 0.034912109375, 0, 
