PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status,
6016, 762654703, 0.29226887226104736, 0.5716861486434937, -0.1828605979681015, 0.7445235848426819, 0.9999969601631165, 0.0022454578429460526, 0.0009235106408596039, -0.0003764024004340172, 0.07719534635543823, 0.055673301219940186, -0.006271958351135254, 9.26198959350586, 6.682857990264893, -0.7591278553009033, 30.87852668762207, 12.69970417022705, -5.176117420196533, -0.72021484375, -0.228759765625, -0.64306640625, 0, 
6017, 762663036, 0.2924559712409973, 0.5716897249221802, -0.181400328874588, 0.7448045015335083, 0.9999988079071045, 0.001099495217204094, 0.0005940105766057968, -0.0008771577849984169, 0.08500593900680542, 0.062056541442871094, -0.008866488933563232, 10.195233345031738, 7.454835414886475, -1.066147804260254, 15.119755744934082, 8.168560981750488, -12.062273025512695, -0.72021484375, -0.230224609375, -0.64208984375, 0, 
6018, 762671369, 0.2935691475868225, 0.571698009967804, -0.1806095838546753, 0.7445523738861084, 0.9999991059303284, -0.000025124289095401764, 0.00026747770607471466, -0.0013267984613776207, 0.09289014339447021, 0.05913203954696655, -0.00450366735458374, 11.138057708740234, 7.110809326171875, -0.537327766418457, -0.345497727394104, 3.6782307624816895, -18.245525360107422, -0.7197265625, -0.232177734375, -0.6455078125, 0, 
6019, 762679702, 0.29532164335250854, 0.5715306997299194, -0.1802722066640854, 0.744069516658783, 0.9999983906745911, -0.0008202353492379189, 0.0002413485199213028, -0.0015900535508990288, 0.0988849401473999, 0.04730254411697388, 0.0033797621726989746, 11.857562065124512, 5.694998741149902, 0.41308721899986267, -11.279502868652344, 3.3189151287078857, -21.865692138671875, -0.71923828125, -0.234619140625, -0.64599609375, 0, 
6020, 762688035, 0.2975834906101227, 0.5710111856460571, -0.18026015162467957, 0.74357008934021, 0.9999973177909851, -0.0014614881947636604, 0.0004971828311681747, -0.0017141299322247505, 0.09860599040985107, 0.03554433584213257, 0.007302820682525635, 11.825411796569824, 4.284531116485596, 0.8885287046432495, -20.097726821899414, 6.837033748626709, -23.571943283081055, -0.7177734375, -0.234130859375, -0.64453125, 0, 
6021, 762696368, 0.30028247833251953, 0.5701444149017334, -0.18048028647899628, 0.7430965900421143, 0.9999960660934448, -0.0019815610721707344, 0.0007740836590528488, -0.0018434962257742882, 0.09615093469619751, 0.027820050716400146, 0.008239150047302246, 11.531634330749512, 3.357844829559326, 1.004301905632019, -27.249547958374023, 10.644854545593262, -25.350940704345703, -0.7158203125, -0.237548828125, -0.64501953125, 0, 
6022, 762704701, 0.3032858967781067, 0.569028377532959, -0.18068943917751312, 0.7426812052726746, 0.9999949932098389, -0.002212238498032093, 0.0010564662516117096, -0.0020063472911715508, 0.09392493963241577, 0.02002197504043579, 0.01014488935470581, 11.265313148498535, 2.4226531982421875, 1.234684705734253, -30.42173194885254, 14.528058052062988, -27.590404510498047, -0.71484375, -0.234619140625, -0.650390625, 0, 
6023, 762713034, 0.3065592050552368, 0.5677015781402588, -0.18086163699626923, 0.7423105835914612, 0.9999939203262329, -0.0023932168260216713, 0.0012943446636199951, -0.002181657589972019, 0.09081953763961792, 0.013217747211456299, 0.014234066009521484, 10.893089294433594, 1.605859398841858, 1.7260674238204956, -32.91047668457031, 17.79926300048828, -30.00120735168457, -0.71142578125, -0.237060546875, -0.65087890625, 0, 
6024, 762721367, 0.3100503087043762, 0.5660945177078247, -0.18088261783123016, 0.7420828342437744, 0.999992847442627, -0.00246575940400362, 0.0016733277589082718, -0.002329275943338871, 0.08746647834777832, 0.011047065258026123, 0.01639533042907715, 10.489990234375, 1.3452759981155396, 1.9883629083633423, -33.90806198120117, 23.010883331298828, -32.03119659423828, -0.710205078125, -0.236083984375, -0.658203125, 0, 
6025, 762729700, 0.3136651813983917, 0.5642074942588806, -0.18076147139072418, 0.7420302629470825, 0.9999919533729553, -0.002484823577105999, 0.0020435191690921783, -0.0024014944210648537, 0.08203214406967163, 0.010693967342376709, 0.016884326934814453, 9.836995124816895, 1.301914930343628, 2.0495243072509766, -34.17023849487305, 28.10161018371582, -33.02433395385742, -0.704345703125, -0.23828125, -0.665283203125, 0, 
6026, 762738033, 0.3172537088394165, 0.5621693134307861, -0.18065014481544495, 0.7420788407325745, 0.999991774559021, -0.0025069816038012505, 0.002208039164543152, -0.002312476746737957, 0.0764361023902893, 0.011192739009857178, 0.01626831293106079, 9.165250778198242, 1.3594766855239868, 1.9759083986282349, -34.47494125366211, 30.364015579223633, -31.800195693969727, -0.704345703125, -0.23828125, -0.666259765625, 0, 
6027, 762746366, 0.3206303119659424, 0.5600501298904419, -0.1805347055196762, 0.7422581315040588, 0.999992311000824, -0.002386544831097126, 0.00230228528380394, -0.0021061422303318977, 0.07290780544281006, 0.010148942470550537, 0.01896613836288452, 8.741451263427734, 1.230898380279541, 2.2990903854370117, -32.81874084472656, 31.66004180908203, -28.962764739990234, -0.701416015625, -0.2353515625, -0.668701171875, 0, 
6028, 762754699, 0.32376721501350403, 0.5579100251197815, -0.18036657571792603, 0.7425488829612732, 0.9999929666519165, -0.0022001387551426888, 0.0023562442511320114, -0.0019135242328047752, 0.0664101243019104, 0.007926404476165771, 0.023701727390289307, 7.960981369018555, 0.9601859450340271, 2.86521053314209, -30.255361557006836, 32.40205764770508, -26.3139591217041, -0.695556640625, -0.236328125, -0.676513671875, 0, 
6029, 762763032, 0.3265646696090698, 0.5559653043746948, -0.18025346100330353, 0.7428097724914551, 0.9999943971633911, -0.001993798650801182, 0.0021134447306394577, -0.0016802968457341194, 0.060898542404174805, 0.0037993192672729492, 0.02590465545654297, 7.3007659912109375, 0.4620034098625183, 3.1250357627868652, -27.4178524017334, 29.063175201416016, -23.106712341308594, -0.68896484375, -0.2373046875, -0.678955078125, 0, 
6030, 762771365, 0.3289976716041565, 0.5542605519294739, -0.18013109266757965, 0.7430398464202881, 0.999995768070221, -0.0017113974317908287, 0.0018573608249425888, -0.0014634421095252037, 0.05570703744888306, 0.00014573335647583008, 0.02778702974319458, 6.678880214691162, 0.02155623584985733, 3.3470261096954346, -23.534378051757812, 25.541601181030273, -20.12460708618164, -0.68701171875, -0.24072265625, -0.686767578125, 0, 
