PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
33, 42374044, 0.8977841734886169, -0.004990022629499435, -0.26848793029785156, 0.34910303354263306, 4.9906697273254395, -1.964420199394226, 8.835323333740234, 1.9952850341796875, 1.8044846057891846, 1.2705557346343994, 0.006103515625, 0.6083984375, -0.817626953125, 
34, 42382377, 0.8977710604667664, -0.004969197325408459, -0.26833125948905945, 0.3492574691772461, 4.931441307067871, -1.9726499319076538, 8.78554916381836, 1.5805647373199463, 1.7742083072662354, 1.9039957523345947, 0.005126953125, 0.60791015625, -0.817138671875, 
35, 42390710, 0.8978666067123413, -0.005111385602504015, -0.2681392729282379, 0.34915754199028015, 4.916615962982178, -1.9962331056594849, 8.800517082214355, 0.9857509732246399, 3.0433170795440674, 2.1595489978790283, 0.007080078125, 0.61181640625, -0.820556640625, 
36, 42399043, 0.8979254961013794, -0.00533843832090497, -0.2677587866783142, 0.3492945730686188, 4.897702693939209, -1.99351167678833, 8.834583282470703, -0.46543630957603455, 5.996024131774902, 2.274787425994873, 0.006591796875, 0.60986328125, -0.820068359375, 
37, 42407376, 0.8981028199195862, -0.005737038794904947, -0.2673986554145813, 0.3491082191467285, 4.934103012084961, -1.9632195234298706, 8.925070762634277, -1.7815980911254883, 6.669651508331299, 1.704614520072937, 0.006103515625, 0.6123046875, -0.821044921875, 
38, 42415709, 0.8981119990348816, -0.006026123184710741, -0.26729458570480347, 0.34915950894355774, 4.9931640625, -1.9850455522537231, 8.739701271057129, -2.879859685897827, 2.7018024921417236, 1.6637598276138306, 0.007568359375, 0.61279296875, -0.821044921875, 
39, 42424042, 0.8981634378433228, -0.006189475767314434, -0.2673224210739136, 0.34900298714637756, 4.939023971557617, -2.0778958797454834, 8.494856834411621, -0.6769585609436035, 0.04135417938232422, 2.075867176055908, 0.004638671875, 0.6123046875, -0.822509765625, 
40, 42432375, 0.898171067237854, -0.005983056500554085, -0.26695823669433594, 0.34926560521125793, 4.941046237945557, -2.1551406383514404, 8.530220031738281, 5.265377044677734, 3.514439344406128, 2.482621192932129, 0.008056640625, 0.6162109375, -0.819091796875, 
41, 42440708, 0.8983256816864014, -0.005685207899659872, -0.26640623807907104, 0.34929418563842773, 4.864722728729248, -2.0948879718780518, 8.7748384475708, 8.400125503540039, 6.064132213592529, 1.8656514883041382, 0.0078125, 0.61474609375, -0.823486328125, 
42, 42449041, 0.8983774185180664, -0.005426369141787291, -0.2660142481327057, 0.3494639992713928, 4.819212436676025, -2.0864675045013428, 8.838506698608398, 5.708888530731201, 3.774142265319824, 0.9348042607307434, 0.00830078125, 0.61474609375, -0.824462890625, 
43, 42457374, 0.8985235691070557, -0.0052527133375406265, -0.2657643258571625, 0.3492814898490906, 4.854576587677002, -2.1308436393737793, 8.6730375289917, 5.211587429046631, 2.8447299003601074, 0.12939029932022095, 0.00537109375, 0.6171875, -0.823486328125, 
44, 42465707, 0.8986117839813232, -0.004764017648994923, -0.265254944562912, 0.3494485914707184, 4.891452789306641, -2.113980531692505, 8.745969772338867, 9.105810165405273, 4.257726669311523, -0.10573557019233704, 0.01025390625, 0.61669921875, -0.827392578125, 
45, 42474040, 0.8988057971000671, -0.004371931776404381, -0.26481738686561584, 0.3492860198020935, 4.907232284545898, -2.0110342502593994, 8.892017364501953, 9.520235061645508, 3.796145439147949, 0.29713794589042664, 0.0068359375, 0.61572265625, -0.825927734375, 
46, 42482373, 0.8988220691680908, -0.003943946212530136, -0.2644954323768616, 0.3494930565357208, 4.898517608642578, -1.9255955219268799, 8.882744789123535, 7.59437894821167, 1.9698246717453003, 0.9455880522727966, 0.01123046875, 0.6142578125, -0.830810546875, 
47, 42490706, 0.8989037871360779, -0.0036680903285741806, -0.2643270194530487, 0.3494134545326233, 4.936132431030273, -1.8672703504562378, 8.814037322998047, 6.8979268074035645, 0.5280503034591675, 2.0586037635803223, 0.0087890625, 0.61376953125, -0.831298828125, 
48, 42499039, 0.8988289833068848, -0.0032772051636129618, -0.2641834020614624, 0.3497183620929718, 4.852412223815918, -1.9162604808807373, 8.830388069152832, 6.6286444664001465, -0.39123183488845825, 2.7188870906829834, 0.00732421875, 0.61328125, -0.834228515625, 
49, 42507372, 0.8988414406776428, -0.0030177831649780273, -0.2641724944114685, 0.3496973216533661, 4.816147804260254, -2.0277745723724365, 8.920660018920898, 5.374699115753174, -1.3352699279785156, 2.119847059249878, 0.01025390625, 0.611328125, -0.834716796875, 
50, 42515705, 0.8987821936607361, -0.0027245180681347847, -0.26417118310928345, 0.34985288977622986, 4.782148838043213, -2.0589001178741455, 8.798503875732422, 4.197289943695068, -1.616898775100708, 1.1479148864746094, 0.01025390625, 0.61572265625, -0.833740234375, 
51, 42524038, 0.898851752281189, -0.0023830111604183912, -0.2640584111213684, 0.3497615456581116, 4.815736293792725, -2.077643394470215, 8.651768684387207, 6.0392866134643555, -0.1387779265642166, -0.3384665250778198, 0.00830078125, 0.61572265625, -0.837646484375, 
52, 42532371, 0.8989012241363525, -0.0017919506644830108, -0.26374468207359314, 0.3498745858669281, 4.848743438720703, -2.029261589050293, 8.632306098937988, 9.23006534576416, 1.2096068859100342, -0.9709333777427673, 0.01171875, 0.6123046875, -0.840087890625, 
53, 42540704, 0.8990644812583923, -0.0011823876993730664, -0.26337680220603943, 0.34973466396331787, 4.856090545654297, -1.9283761978149414, 8.704483985900879, 11.339934349060059, 1.937973141670227, -1.3341175317764282, 0.0068359375, 0.611083984375, -0.839111328125, 
54, 42549037, 0.899154007434845, -0.0005724336369894445, -0.2628791332244873, 0.3498806059360504, 4.907644748687744, -1.8452593088150024, 8.767333030700684, 10.468961715698242, 3.5396957397460938, -0.8220890164375305, 0.009765625, 0.61328125, -0.840576171875, 
55, 42557370, 0.8992998600006104, -0.00019742663425859064, -0.26250120997428894, 0.3497900664806366, 4.875126838684082, -1.8232059478759766, 8.694859504699707, 8.462573051452637, 3.385523796081543, -0.41635945439338684, 0.0078125, 0.6103515625, -0.841552734375, 
56, 42565703, 0.8993856906890869, 0.00025273681967519224, -0.26207318902015686, 0.3498902916908264, 4.9258503913879395, -1.8293324708938599, 8.69144058227539, 7.993101596832275, 3.435483694076538, -0.7904296517372131, 0.0087890625, 0.60888671875, -0.840087890625, 
57, 42574036, 0.8995715379714966, 0.00032798375468701124, -0.26176345348358154, 0.3496443033218384, 4.928219795227051, -1.761804461479187, 8.886754035949707, 3.6056394577026367, 4.11264705657959, -1.3833608627319336, 0.01025390625, 0.60888671875, -0.843505859375, 
58, 42582369, 0.8996677398681641, -0.00013405506615526974, -0.2617386281490326, 0.34941551089286804, 4.830102443695068, -1.7125290632247925, 8.9668607711792, -6.415712833404541, 2.8727900981903076, -1.6218551397323608, 0.01025390625, 0.60595703125, -0.839599609375, 
59, 42590702, 0.8997659683227539, -0.000809657562058419, -0.26202961802482605, 0.34894296526908875, 4.8572773933410645, -1.8816428184509277, 8.810426712036133, -9.837839126586914, 0.030007079243659973, -1.4414666891098022, 0.0087890625, 0.61328125, -0.842041015625, 
60, 42599035, 0.899808943271637, -0.0011592936934903264, -0.26210817694664, 0.348772257566452, 4.94876766204834, -1.9952584505081177, 8.629108428955078, -5.313109874725342, 0.8611122369766235, -1.0507729053497314, 0.0087890625, 0.61279296875, -0.840087890625, 
61, 42607368, 0.8999495506286621, -0.0012791521148756146, -0.26194921135902405, 0.3485284149646759, 4.928826332092285, -1.9852268695831299, 8.63431167602539, 0.2051188200712204, 2.8254294395446777, -0.1902625411748886, 0.00830078125, 0.6162109375, -0.839599609375, 
62, 42615701, 0.9000080227851868, -0.001281114760786295, -0.26170849800109863, 0.34855830669403076, 4.933441638946533, -1.868647813796997, 8.825135231018066, 1.2434303760528564, 3.197514772415161, 0.10866839438676834, 0.0078125, 0.61474609375, -0.840576171875, 
63, 42624034, 0.9001178741455078, -0.0015502733876928687, -0.26167553663253784, 0.34829798340797424, 4.863454818725586, -1.8741704225540161, 8.9434814453125, -1.9321584701538086, 2.2137105464935303, 0.5717352628707886, 0.00830078125, 0.61328125, -0.842041015625, 
64, 42632367, 0.9001362323760986, -0.001593908411450684, -0.2615188956260681, 0.3483680486679077, 4.822068214416504, -2.0001473426818848, 8.91733169555664, 0.46994438767433167, 2.2118148803710938, 0.9496222138404846, 0.009765625, 0.611328125, -0.843017578125, 
65, 42640700, 0.900159478187561, -0.0011981031857430935, -0.26125550270080566, 0.3485070466995239, 4.623238563537598, -2.136796712875366, 8.857555389404297, 8.247900009155273, 1.3573368787765503, 2.824084997177124, 0.00634765625, 0.610595703125, -0.842041015625, 
66, 42649033, 0.89985191822052, 0.00046953040873631835, -0.2609579265117645, 0.34952446818351746, 4.354525566101074, -2.229809045791626, 8.955097198486328, 25.725034713745117, -5.4309515953063965, 8.091516494750977, 0.009765625, 0.61181640625, -0.84423828125, 
67, 42657366, 0.9000268578529358, 0.0013229058822616935, -0.2605075538158417, 0.3494076430797577, 5.378364562988281, -1.6078697443008423, 9.212963104248047, 14.020669937133789, 1.9567228555679321, -2.766772985458374, 0.0087890625, 0.606689453125, -0.844970703125, 
68, 42665699, 0.9000453948974609, 0.0018068650970235467, -0.25998610258102417, 0.3497457802295685, 5.310645580291748, -1.7500336170196533, 8.661031723022461, 9.713098526000977, 4.2002739906311035, 2.3622987270355225, 0.01025390625, 0.60498046875, -0.845458984375, 
69, 42674032, 0.9000931978225708, 0.00291831255890429, -0.2592150568962097, 0.3501877188682556, 4.9014739990234375, -1.9053376913070679, 8.386348724365234, 20.520095825195312, 4.0671706199646, 3.657470703125, 0.009765625, 0.603759765625, -0.84716796875, 
70, 42682365, 0.9001460075378418, 0.00445854477584362, -0.2580491304397583, 0.35089612007141113, 4.831147193908691, -1.8166265487670898, 8.961800575256348, 27.209531784057617, 7.22777795791626, 2.9893622398376465, 0.011474609375, 0.601806640625, -0.85009765625, 
71, 42690698, 0.9001883268356323, 0.0053283413872122765, -0.257455438375473, 0.3512111306190491, 4.647219657897949, -1.6463624238967896, 9.443015098571777, 16.605560302734375, 3.8165218830108643, 3.0790369510650635, 0.013427734375, 0.596923828125, -0.85595703125, 
72, 42699031, 0.9001185894012451, 0.005540384445339441, -0.2575898766517639, 0.3512881100177765, 4.706840991973877, -1.6109429597854614, 9.22596549987793, 2.2604947090148926, -2.9313952922821045, 0.5611438751220703, 0.010498046875, 0.594482421875, -0.85498046875, 
73, 42707364, 0.9000481963157654, 0.00535725150257349, -0.2580491900444031, 0.3511342704296112, 4.894919395446777, -1.7275357246398926, 8.801552772521973, -4.141117572784424, -5.125395774841309, 0.5492973327636719, 0.013427734375, 0.594482421875, -0.85498046875, 
74, 42715697, 0.8999837636947632, 0.005312793422490358, -0.25825557112693787, 0.35114842653274536, 4.934031963348389, -1.8655139207839966, 8.662511825561523, -1.4837173223495483, -2.567685842514038, 0.6708368062973022, 0.010498046875, 0.595947265625, -0.85498046875, 
75, 42724030, 0.8999910354614258, 0.005629315506666899, -0.2581567168235779, 0.35119765996932983, 4.9120097160339355, -1.8805416822433472, 8.72856616973877, 5.1642656326293945, -0.17964543402194977, 0.37020254135131836, 0.01171875, 0.593994140625, -0.8525390625, 
76, 42732363, 0.8999737501144409, 0.006129783112555742, -0.2579869031906128, 0.35135823488235474, 4.848738193511963, -1.830067753791809, 8.826265335083008, 7.59413480758667, -0.36642447113990784, 0.29443565011024475, 0.014404296875, 0.5966796875, -0.8525390625, 
77, 42740696, 0.8999906778335571, 0.006553230341523886, -0.2579045593738556, 0.3513675928115845, 4.835018157958984, -1.7220710515975952, 8.863914489746094, 6.647457122802734, -0.6318391561508179, -0.16740183532238007, 0.010498046875, 0.596435546875, -0.85498046875, 
78, 42749029, 0.8999764323234558, 0.006841662339866161, -0.2578178644180298, 0.3514620363712311, 4.916014194488525, -1.6407160758972168, 8.916300773620605, 4.333518981933594, -0.3636837601661682, 0.22089718282222748, 0.01123046875, 0.591064453125, -0.85400390625, 
79, 42757362, 0.8999763131141663, 0.006982713937759399, -0.2578425407409668, 0.35144174098968506, 4.999230861663818, -1.6128350496292114, 8.924454689025879, 2.838595151901245, -0.9129809141159058, 1.2200828790664673, 0.01123046875, 0.594482421875, -0.85302734375, 
80, 42765695, 0.899895191192627, 0.007118712645024061, -0.2578832805156708, 0.35161688923835754, 4.927098274230957, -1.6665064096450806, 8.892330169677734, 2.1253669261932373, -1.4339361190795898, 2.0941431522369385, 0.014404296875, 0.593017578125, -0.85546875, 
81, 42774028, 0.8998480439186096, 0.00714969402179122, -0.25797948241233826, 0.3516663908958435, 4.844559192657471, -1.718717098236084, 8.839385032653809, 1.1832751035690308, -1.4814120531082153, 2.572796106338501, 0.014404296875, 0.593994140625, -0.85791015625, 
82, 42782361, 0.8997880220413208, 0.007192597258836031, -0.25796443223953247, 0.3518301248550415, 4.800963401794434, -1.7614070177078247, 8.818230628967285, 1.2011922597885132, -0.21907854080200195, 2.177171468734741, 0.011474609375, 0.591064453125, -0.8564453125, 
83, 42790694, 0.8997619152069092, 0.007307981140911579, -0.25794193148612976, 0.35191088914871216, 4.848026752471924, -1.7696012258529663, 8.823530197143555, 2.4131555557250977, -0.06961949169635773, 1.6459068059921265, 0.013671875, 0.592529296875, -0.853515625, 
84, 42799027, 0.8997214436531067, 0.007455314043909311, -0.2578922212123871, 0.35204771161079407, 4.912674427032471, -1.7342098951339722, 8.803472518920898, 2.5636773109436035, -0.23036161065101624, 1.3767651319503784, 0.01220703125, 0.590087890625, -0.85498046875, 
85, 42807360, 0.8997100591659546, 0.007555069401860237, -0.2578265368938446, 0.3521226942539215, 4.9278788566589355, -1.701925277709961, 8.749961853027344, 2.6248440742492676, 0.593712329864502, 1.8857707977294922, 0.01123046875, 0.589599609375, -0.85546875, 
86, 42815693, 0.8996807932853699, 0.007712181657552719, -0.25763532519340515, 0.3523341119289398, 4.826853275299072, -1.7568449974060059, 8.833187103271484, 3.632815361022949, 1.5212550163269043, 2.196702480316162, 0.013916015625, 0.588623046875, -0.85791015625, 
87, 42824026, 0.899695098400116, 0.007892650552093983, -0.25746282935142517, 0.3524196743965149, 4.815567493438721, -1.7433167695999146, 8.931818962097168, 4.073150157928467, 1.6916923522949219, 1.4192593097686768, 0.011962890625, 0.590087890625, -0.85791015625, 
88, 42832359, 0.8996779322624207, 0.008015396073460579, -0.2573666274547577, 0.3525311052799225, 4.805750846862793, -1.7377636432647705, 8.988003730773926, 2.392036199569702, 0.5451733469963074, 1.0325098037719727, 0.013916015625, 0.590087890625, -0.8564453125, 
89, 42840692, 0.8996742367744446, 0.008049437776207924, -0.2574525475502014, 0.3524766266345978, 4.806847095489502, -1.7636547088623047, 8.870706558227539, 0.5192261338233948, -0.990848183631897, 0.33995211124420166, 0.014404296875, 0.588134765625, -0.86083984375, 
90, 42849025, 0.8996440172195435, 0.008114579133689404, -0.2575336992740631, 0.3524928689002991, 4.887401580810547, -1.764055609703064, 8.832988739013672, 0.48541536927223206, -1.426354169845581, 0.14290180802345276, 0.014404296875, 0.586669921875, -0.85791015625, 
91, 42857358, 0.8996220827102661, 0.008279870264232159, -0.25752538442611694, 0.35255131125450134, 4.976038932800293, -1.7329691648483276, 8.817618370056152, 2.5640616416931152, -0.4425755739212036, 0.549194872379303, 0.014404296875, 0.585205078125, -0.85888671875, 
92, 42865691, 0.899596095085144, 0.00851552002131939, -0.2574198544025421, 0.35268911719322205, 4.923207759857178, -1.7232327461242676, 8.809901237487793, 3.929607629776001, 0.08749821782112122, 1.0007737874984741, 0.015380859375, 0.590087890625, -0.86181640625, 
93, 42874024, 0.8995615243911743, 0.008718138560652733, -0.25732505321502686, 0.35284164547920227, 4.86981725692749, -1.7258180379867554, 8.889419555664062, 3.673260450363159, 0.5245795249938965, 1.3952841758728027, 0.014404296875, 0.588623046875, -0.859375, 
94, 42882357, 0.8995220065116882, 0.008883515372872353, -0.2572484016418457, 0.35299426317214966, 4.8968186378479, -1.761988639831543, 8.958702087402344, 2.973940849304199, 0.023129653185606003, 1.5029664039611816, 0.013427734375, 0.584228515625, -0.859375, 
95, 42890690, 0.8995117545127869, 0.00877121090888977, -0.2568300664424896, 0.35332727432250977, 4.8977437019348145, -1.776875615119934, 9.052143096923828, 2.3679847717285156, 6.041475772857666, 5.292976379394531, 0.015380859375, 0.588134765625, -0.86376953125, 
96, 42899023, 0.8998256325721741, 0.008670663461089134, -0.25489839911460876, 0.3539290130138397, 4.914534091949463, -1.6558198928833008, 9.483715057373047, 10.240860939025879, 25.56228256225586, 6.058821201324463, 0.019287109375, 0.585693359375, -0.8623046875, 
97, 42907356, 0.9001753926277161, 0.008570726960897446, -0.25278440117836, 0.3545575737953186, 5.173898220062256, -1.6246801614761353, 9.386478424072266, 11.510714530944824, 28.171688079833984, 6.551333427429199, 0.023681640625, 0.58447265625, -0.86279296875, 
98, 42915689, 0.9002141952514648, 0.008016731590032578, -0.25191730260849, 0.35508865118026733, 5.083357810974121, -2.252392292022705, 7.086285591125488, -0.7777379751205444, 13.63192367553711, 8.22647476196289, 0.024169921875, 0.583984375, -0.85986328125, 
99, 42924022, 0.9006628394126892, 0.009659472852945328, -0.24964284896850586, 0.3555161654949188, 4.578621864318848, -2.370504856109619, 8.356493949890137, 33.11751174926758, 21.77471923828125, -2.418102502822876, 0.026611328125, 0.57861328125, -0.86376953125, 
100, 42932355, 0.9008758068084717, 0.012246148660779, -0.2474399358034134, 0.3564358055591583, 4.6105194091796875, -1.8082857131958008, 9.746572494506836, 45.94813919067383, 15.491393089294434, 1.1954699754714966, 0.031494140625, 0.5771484375, -0.86572265625, 
101, 42940688, 0.900985836982727, 0.014005962759256363, -0.24602244794368744, 0.35707348585128784, 4.709142208099365, -1.8144530057907104, 9.688425064086914, 31.502185821533203, 10.066454887390137, 1.4433379173278809, 0.027587890625, 0.572265625, -0.869140625, 
102, 42949021, 0.9010905027389526, 0.01529707107692957, -0.24536721408367157, 0.3572075366973877, 4.6767897605896, -1.8839795589447021, 9.129107475280762, 19.659700393676758, 2.159050226211548, -3.33019757270813, 0.031494140625, 0.5703125, -0.869140625, 
103, 42957354, 0.9011732339859009, 0.017369963228702545, -0.2444014996290207, 0.35756564140319824, 5.096601486206055, -1.8341397047042847, 8.504393577575684, 32.4115104675293, 2.0253193378448486, -1.8213402032852173, 0.031005859375, 0.5654296875, -0.87255859375, 
104, 42965687, 0.9011524319648743, 0.02001064643263817, -0.24257229268550873, 0.3587236702442169, 5.383057117462158, -1.8230241537094116, 8.881346702575684, 45.629154205322266, 9.889880180358887, 5.160791397094727, 0.032470703125, 0.56298828125, -0.8740234375, 
105, 42974020, 0.9010528326034546, 0.023165978491306305, -0.24025502800941467, 0.3603399991989136, 5.170734405517578, -1.9720211029052734, 9.08023452758789, 57.06551742553711, 13.673048973083496, 10.429841041564941, 0.034423828125, 0.5537109375, -0.88232421875, 
