PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
28, 2885004207, 0.546302318572998, -0.5219208002090454, 0.45357003808021545, -0.4726804494857788, 0.000027477741241455078, -0.08232587575912476, 0.0033429861068725586, 0.0013860008912160993, -9.879449844360352, 0.4024266004562378, 0.9196662902832031, 0.45715007185935974, 1.385256290435791, -0.422119140625, 0.6962890625, 0.053466796875, 
29, 2885012540, 0.5462483763694763, -0.5218164920806885, 0.45366647839546204, -0.4727654755115509, 0.00025391578674316406, -0.08241796493530273, 0.0035074949264526367, 0.028574882075190544, -9.89050579071045, 0.4221184551715851, 0.9066287279129028, 0.4982353150844574, 1.4113829135894775, -0.424560546875, 0.69921875, 0.051513671875, 
30, 2885020873, 0.5463117957115173, -0.5217193961143494, 0.45370903611183167, -0.47275859117507935, 0.0001615285873413086, -0.08227992057800293, 0.0034719109535217285, 0.01743154227733612, -9.873937606811523, 0.41785523295402527, 0.8640578389167786, 0.5064830780029297, 1.3752410411834717, -0.421630859375, 0.6962890625, 0.05029296875, 
31, 2885029206, 0.5463488698005676, -0.5217040181159973, 0.4537041485309601, -0.4727371633052826, 0.0001131892204284668, -0.0824163556098938, 0.0035437941551208496, 0.011585465632379055, -9.890305519104004, 0.42650553584098816, 0.8605486154556274, 0.4442148506641388, 1.3753947019577026, -0.424560546875, 0.69921875, 0.05078125, 
32, 2885037539, 0.546414852142334, -0.5216049551963806, 0.453745573759079, -0.47273048758506775, 0.0001729130744934082, -0.08241689205169678, 0.0034474730491638184, 0.018846912309527397, -9.890374183654785, 0.4149371087551117, 0.9082422852516174, 0.4949054419994354, 1.3933502435684204, -0.421875, 0.69873046875, 0.05078125, 
33, 2885045872, 0.5464584231376648, -0.5215873122215271, 0.4537407457828522, -0.4727042019367218, 0.0003097057342529297, -0.08232688903808594, 0.0032752156257629395, 0.035192593932151794, -9.879584312438965, 0.3941586911678314, 0.821358859539032, 0.5018468499183655, 1.4342306852340698, -0.4228515625, 0.6982421875, 0.05029296875, 
34, 2885054205, 0.5465226769447327, -0.521485447883606, 0.4537891447544098, -0.47269585728645325, 0.0000623464584350586, -0.08246207237243652, 0.003300309181213379, 0.0055984752252697945, -9.895800590515137, 0.39714211225509644, 0.8592423796653748, 0.5657289028167725, 1.4636359214782715, -0.4208984375, 0.69873046875, 0.05029296875, 
35, 2885062538, 0.546570360660553, -0.5214630365371704, 0.45378026366233826, -0.4726741313934326, 0.00028818845748901367, -0.08244723081588745, 0.0035401582717895508, 0.032762423157691956, -9.894018173217773, 0.4260318875312805, 0.968768835067749, 0.4767961800098419, 1.45743727684021, -0.425048828125, 0.6982421875, 0.051513671875, 
36, 2885070871, 0.5466421842575073, -0.5213595032691956, 0.45382601022720337, -0.47266140580177307, 0.0001341104507446289, -0.08232367038726807, 0.0035507678985595703, 0.014254637062549591, -9.879191398620605, 0.42719271779060364, 0.9162338972091675, 0.47715479135513306, 1.5360472202301025, -0.422607421875, 0.69775390625, 0.052490234375, 
37, 2885079204, 0.5467133522033691, -0.5213603973388672, 0.4537937045097351, -0.47260916233062744, 0.00019222497940063477, -0.08224731683731079, 0.0036073923110961914, 0.021196866407990456, -9.870025634765625, 0.4340452253818512, 0.9162082076072693, 0.45901986956596375, 1.483640432357788, -0.422119140625, 0.69970703125, 0.053466796875, 
38, 2885087537, 0.5467767119407654, -0.5212611556053162, 0.4538426697254181, -0.4725983440876007, 0.0001735687255859375, -0.08238494396209717, 0.003466486930847168, 0.018885867670178413, -9.886547088623047, 0.41706177592277527, 0.8149552941322327, 0.5413697361946106, 1.463610053062439, -0.42236328125, 0.6982421875, 0.05029296875, 
39, 2885095870, 0.547092616558075, -0.5214935541152954, 0.4535355865955353, -0.47227075695991516, 0.00009530782699584961, -0.08235424757003784, 0.0033537745475769043, 0.009585755877196789, -9.882857322692871, 0.40371426939964294, 0.954117476940155, 0.48486462235450745, 1.4000099897384644, -0.423095703125, 0.6982421875, 0.0517578125, 
40, 2885104203, 0.5471619367599487, -0.5213935375213623, 0.45357435941696167, -0.4722636342048645, 0.000276029109954834, -0.08238524198532104, 0.0035186409950256348, 0.03125916048884392, -9.886574745178223, 0.4235033094882965, 0.9540148973464966, 0.4569963216781616, 1.4066697359085083, -0.421875, 0.70166015625, 0.05126953125, 
41, 2885112536, 0.5472197532653809, -0.5213720202445984, 0.45356547832489014, -0.4722291827201843, 0.00022870302200317383, -0.08230757713317871, 0.0036364197731018066, 0.02562893182039261, -9.877263069152832, 0.43740877509117126, 0.8886218070983887, 0.5560722351074219, 1.5587414503097534, -0.425537109375, 0.69775390625, 0.052978515625, 
42, 2885120869, 0.5472859144210815, -0.5212770700454712, 0.4536072611808777, -0.47221723198890686, 0.00022530555725097656, -0.082369863986969, 0.0033727288246154785, 0.025034628808498383, -9.884734153747559, 0.4059254825115204, 0.8424137234687805, 0.43455827236175537, 1.411485195159912, -0.419189453125, 0.69873046875, 0.05224609375, 
43, 2885129202, 0.547393798828125, -0.5213072299957275, 0.45353570580482483, -0.47212743759155273, 0.00023829936981201172, -0.08238452672958374, 0.003474593162536621, 0.026688599959015846, -9.886495590209961, 0.41808876395225525, 0.8833708763122559, 0.45423001050949097, 1.4868934154510498, -0.4228515625, 0.701171875, 0.05078125, 
44, 2885137535, 0.5474634766578674, -0.5212064385414124, 0.4535757899284363, -0.47211942076683044, 0.00014412403106689453, -0.08236819505691528, 0.0034848451614379883, 0.015438958071172237, -9.884529113769531, 0.419414758682251, 0.94907146692276, 0.4668833911418915, 1.4295945167541504, -0.422607421875, 0.69873046875, 0.05126953125, 
45, 2885145868, 0.5475092530250549, -0.5211803913116455, 0.4535684585571289, -0.47210198640823364, 0.0001430511474609375, -0.08227658271789551, 0.0034499764442443848, 0.015218429267406464, -9.873536109924316, 0.41521602869033813, 0.8978172540664673, 0.3802817165851593, 1.439609408378601, -0.42236328125, 0.6982421875, 0.05029296875, 
46, 2885154201, 0.5475730299949646, -0.521079421043396, 0.45361772179603577, -0.4720921814441681, 0.00023227930068969727, -0.0823546051979065, 0.0032784342765808105, 0.02597007341682911, -9.882911682128906, 0.3944973945617676, 0.8363687992095947, 0.5593764781951904, 1.4700905084609985, -0.4228515625, 0.69775390625, 0.04931640625, 
47, 2885162534, 0.5476217865943909, -0.5210643410682678, 0.45359817147254944, -0.47207111120224, 0.0001525282859802246, -0.08244550228118896, 0.003243088722229004, 0.01830412447452545, -9.893855094909668, 0.38918617367744446, 0.8920029997825623, 0.48150917887687683, 1.3016003370285034, -0.424560546875, 0.69775390625, 0.052001953125, 
48, 2885170867, 0.5476914644241333, -0.5209671258926392, 0.4536281228065491, -0.47206881642341614, 0.00018417835235595703, -0.08230870962142944, 0.003192126750946045, 0.020264338701963425, -9.877387046813965, 0.3845105767250061, 1.0227891206741333, 0.40702298283576965, 1.2905858755111694, -0.42138671875, 0.701171875, 0.05078125, 
49, 2885179200, 0.5478031039237976, -0.5210121273994446, 0.45354190468788147, -0.4719724655151367, 0.00021266937255859375, -0.08238357305526733, 0.003418564796447754, 0.02552134357392788, -9.886423110961914, 0.4102441668510437, 0.9128530025482178, 0.4012086093425751, 1.342864751815796, -0.42041015625, 0.69677734375, 0.048828125, 
50, 2885187533, 0.5478692054748535, -0.5209133625030518, 0.45358511805534363, -0.4719632565975189, 0.00013643503189086914, -0.08230668306350708, 0.0033677220344543457, 0.01445214357227087, -9.877151489257812, 0.40531423687934875, 0.880374014377594, 0.4901924431324005, 1.4244974851608276, -0.4228515625, 0.6982421875, 0.04931640625, 
51, 2885195866, 0.5479053258895874, -0.520876407623291, 0.4535931348800659, -0.4719545543193817, 0.00008875131607055664, -0.08224385976791382, 0.003530263900756836, 0.008832295425236225, -9.869610786437988, 0.4247831106185913, 0.9362130761146545, 0.5261546969413757, 1.4785687923431396, -0.421875, 0.6982421875, 0.0498046875, 
52, 2885204199, 0.5479732751846313, -0.5207772850990295, 0.4536321461200714, -0.4719475507736206, 0.0001780390739440918, -0.08232319355010986, 0.003206789493560791, 0.01948200725018978, -9.879133224487305, 0.38608023524284363, 0.9360594153404236, 0.4651673138141632, 1.3935551643371582, -0.419921875, 0.701171875, 0.0498046875, 
53, 2885212532, 0.5480076670646667, -0.5207321643829346, 0.45364388823509216, -0.47194597125053406, -0.000009059906005859375, -0.08239448070526123, 0.0035840868949890137, -0.0028592972084879875, -9.887681007385254, 0.43128708004951477, 0.9999669194221497, 0.4930099546909332, 1.4804387092590332, -0.4228515625, 0.69677734375, 0.04931640625, 
54, 2885220865, 0.548071026802063, -0.5206356048583984, 0.4536868929862976, -0.4719376266002655, 0.00012630224227905273, -0.08242833614349365, 0.0033222436904907227, 0.013188079930841923, -9.89175033569336, 0.3998793959617615, 0.8526338338851929, 0.49677523970603943, 1.3866651058197021, -0.42431640625, 0.7001953125, 0.0478515625, 
55, 2885229198, 0.5481566786766052, -0.5206595063209534, 0.4536269009113312, -0.47186949849128723, 0.00026422739028930664, -0.08229339122772217, 0.003194749355316162, 0.031708553433418274, -9.875600814819336, 0.38338524103164673, 0.9111623167991638, 0.3796413540840149, 1.274116039276123, -0.4228515625, 0.697265625, 0.0498046875, 
56, 2885237531, 0.5482187867164612, -0.5205655694007874, 0.453669935464859, -0.4718596041202545, 0.00018423795700073242, -0.08245748281478882, 0.0035576820373535156, 0.022109437733888626, -9.895293235778809, 0.42693889141082764, 0.8132134675979614, 0.4756947159767151, 1.3736017942428589, -0.425537109375, 0.697265625, 0.051513671875, 
57, 2885245864, 0.5481857061386108, -0.520468533039093, 0.453754186630249, -0.4719240069389343, 0.00020164251327514648, -0.08226132392883301, 0.0032913684844970703, 0.02231287956237793, -9.87171459197998, 0.3960978388786316, 0.872433602809906, 0.5411903858184814, 1.452109456062317, -0.425048828125, 0.69873046875, 0.052001953125, 
58, 2885254197, 0.5482579469680786, -0.5203676819801331, 0.4537981152534485, -0.4719090759754181, 0.00042301416397094727, -0.08261334896087646, 0.0035039186477661133, 0.04887542873620987, -9.913960456848145, 0.421589195728302, 0.8994566202163696, 0.42984527349472046, 1.5263651609420776, -0.423583984375, 0.69873046875, 0.052978515625, 
59, 2885262530, 0.5483233332633972, -0.5203585624694824, 0.45377078652381897, -0.4718695282936096, 0.00025719404220581055, -0.08224624395370483, 0.003328084945678711, 0.0290826428681612, -9.869897842407227, 0.4006488025188446, 1.0051538944244385, 0.5041137933731079, 1.400125503540039, -0.42138671875, 0.69775390625, 0.05029296875, 
60, 2885270863, 0.5483930706977844, -0.5202581882476807, 0.4538108706474304, -0.4718606770038605, 0.0003145933151245117, -0.0823526382446289, 0.0034633874893188477, 0.03588633984327316, -9.882667541503906, 0.4168338179588318, 0.9424629211425781, 0.45548510551452637, 1.436202883720398, -0.423095703125, 0.701171875, 0.053955078125, 
61, 2885279196, 0.548427402973175, -0.520224392414093, 0.45381873846054077, -0.4718503952026367, 0.00023502111434936523, -0.08245867490768433, 0.003414332866668701, 0.026328356936573982, -9.895393371582031, 0.4109092354774475, 0.9147995710372925, 0.49500787258148193, 1.4441689252853394, -0.420654296875, 0.697265625, 0.05078125, 
62, 2885287529, 0.5484928488731384, -0.5201279520988464, 0.45385921001434326, -0.4718417227268219, 0.00009697675704956055, -0.0822877287864685, 0.003560662269592285, 0.009681586176156998, -9.874870300292969, 0.4285224676132202, 0.8802971839904785, 0.46219602227211, 1.3852561712265015, -0.421142578125, 0.69775390625, 0.0517578125, 
63, 2885295862, 0.548561155796051, -0.5201265215873718, 0.4538276791572571, -0.471794068813324, 0.00017315149307250977, -0.08221292495727539, 0.0034946203231811523, 0.018944449722766876, -9.865897178649902, 0.4205648899078369, 0.939670979976654, 0.5275379419326782, 1.4228066205978394, -0.42333984375, 0.6962890625, 0.04931640625, 
64, 2885304195, 0.5486292243003845, -0.5200329422950745, 0.45386654138565063, -0.4717806577682495, 0.0002447962760925293, -0.0824434757232666, 0.0034015774726867676, 0.027362188324332237, -9.893567085266113, 0.40942123532295227, 0.8583970069885254, 0.38210034370422363, 1.4084882736206055, -0.423095703125, 0.69921875, 0.053466796875, 
65, 2885312528, 0.5486845970153809, -0.5200265049934387, 0.45384424924850464, -0.4717448353767395, 0.00018340349197387695, -0.08228886127471924, 0.0035323500633239746, 0.020073410123586655, -9.875007629394531, 0.42514562606811523, 0.8840112090110779, 0.5128609538078308, 1.3522651195526123, -0.42236328125, 0.7001953125, 0.05029296875, 
66, 2885320861, 0.5487493276596069, -0.5199312567710876, 0.4538876414299011, -0.47173282504081726, 0.00018209218978881836, -0.08231967687606812, 0.0034822821617126465, 0.019850842654705048, -9.878711700439453, 0.4190428853034973, 0.8277623653411865, 0.45945531129837036, 1.419579267501831, -0.42529296875, 0.70068359375, 0.05029296875, 
67, 2885329194, 0.5488011837005615, -0.519922137260437, 0.4538688361644745, -0.47170063853263855, 0.0004413723945617676, -0.0822640061378479, 0.0032945871353149414, 0.051006980240345, -9.87203598022461, 0.3966216742992401, 0.8740473985671997, 0.49157559871673584, 1.3490378856658936, -0.422607421875, 0.69775390625, 0.053466796875, 
68, 2885337527, 0.5488641262054443, -0.5198211073875427, 0.45391082763671875, -0.4716983735561371, 0.0002251267433166504, -0.08230507373809814, 0.0034723281860351562, 0.025170134380459785, -9.876956939697266, 0.41793540120124817, 0.9286826848983765, 0.5667021870613098, 1.3619216680526733, -0.42578125, 0.70068359375, 0.0498046875, 
69, 2885345860, 0.5490111708641052, -0.5198962092399597, 0.4537934362888336, -0.4715574383735657, 0.00005501508712768555, -0.08234751224517822, 0.003544151782989502, 0.004663004539906979, -9.88204574584961, 0.4265139102935791, 0.904118537902832, 0.38199788331985474, 1.446346402168274, -0.424072265625, 0.69921875, 0.05126953125, 
70, 2885354193, 0.5490765571594238, -0.5197932720184326, 0.4538416266441345, -0.47154855728149414, 0.00025337934494018555, -0.08224493265151978, 0.0034024715423583984, 0.02855517528951168, -9.869747161865234, 0.4093954563140869, 0.8792085647583008, 0.5643327832221985, 1.4831410646438599, -0.42236328125, 0.7001953125, 0.05078125, 
71, 2885362526, 0.5491455793380737, -0.5197924971580505, 0.45381131768226624, -0.4714978039264679, 0.00017440319061279297, -0.08224374055862427, 0.0033974647521972656, 0.019051728770136833, -9.869600296020508, 0.40885311365127563, 0.893667995929718, 0.51816326379776, 1.450623869895935, -0.42578125, 0.6982421875, 0.04833984375, 
72, 2885370859, 0.5492135286331177, -0.5196985006332397, 0.4538472294807434, -0.47148776054382324, 0.00023192167282104492, -0.08224225044250488, 0.0036374926567077637, 0.025857379660010338, -9.86941146850586, 0.43780773878097534, 0.9027865529060364, 0.3930889070034027, 1.36432945728302, -0.424072265625, 0.7001953125, 0.052978515625, 
73, 2885379192, 0.5490639805793762, -0.5194949507713318, 0.45405659079551697, -0.47168466448783875, 0.00010818243026733398, -0.08236515522003174, 0.0033589601516723633, 0.010965131223201752, -9.884169578552246, 0.40419796109199524, 0.8030062317848206, 0.45329511165618896, 1.4457954168319702, -0.419677734375, 0.69873046875, 0.052734375, 
74, 2885387525, 0.549129843711853, -0.519398033618927, 0.45410236716270447, -0.4716707468032837, 0.00006020069122314453, -0.08226996660232544, 0.003642141819000244, 0.0052548726089298725, -9.872742652893066, 0.43816113471984863, 0.8228188753128052, 0.4745677411556244, 1.4702954292297363, -0.421630859375, 0.69580078125, 0.0498046875, 
75, 2885395858, 0.5491891503334045, -0.5193892121315002, 0.45408138632774353, -0.47163158655166626, 0.0001838207244873047, -0.08213824033737183, 0.0032700300216674805, 0.020215215161442757, -9.856941223144531, 0.3935573101043701, 0.8911191821098328, 0.5918169021606445, 1.4223840236663818, -0.42236328125, 0.70068359375, 0.05029296875, 
76, 2885404191, 0.5492590665817261, -0.5192906260490417, 0.45412012934684753, -0.47162145376205444, 0.00017952919006347656, -0.0822908878326416, 0.0032517313957214355, 0.0196552611887455, -9.87525463104248, 0.3914450705051422, 0.9340231418609619, 0.4291921555995941, 1.4282243251800537, -0.426513671875, 0.6962890625, 0.051513671875, 
77, 2885412524, 0.5493175387382507, -0.5192809104919434, 0.4540979862213135, -0.4715854227542877, 0.00008380413055419922, -0.08239555358886719, 0.0033246278762817383, 0.008159144781529903, -9.887813568115234, 0.40020638704299927, 0.9181806445121765, 0.4832253158092499, 1.3918391466140747, -0.421630859375, 0.7001953125, 0.05224609375, 
78, 2885420857, 0.5493816137313843, -0.5191834568977356, 0.45413869619369507, -0.4715788662433624, 0.00008320808410644531, -0.08230280876159668, 0.00342637300491333, 0.008064770139753819, -9.876681327819824, 0.4124140739440918, 0.8938215374946594, 0.5046388506889343, 1.37198805809021, -0.421875, 0.69970703125, 0.04931640625, 
79, 2885429190, 0.5494703054428101, -0.5192038416862488, 0.45408061146736145, -0.4715091288089752, 0.00023382902145385742, -0.08231997489929199, 0.003483891487121582, 0.026198670268058777, -9.878743171691895, 0.4193795919418335, 0.9512742757797241, 0.5056890845298767, 1.3475779294967651, -0.4208984375, 0.69873046875, 0.04833984375, 
80, 2885437523, 0.5495327711105347, -0.519105076789856, 0.4541228413581848, -0.4715043902397156, 0.00017136335372924805, -0.08236533403396606, 0.0034192800521850586, 0.018668556585907936, -9.88418960571289, 0.41155168414115906, 0.8941801190376282, 0.5488746166229248, 1.3668138980865479, -0.420654296875, 0.69921875, 0.0537109375, 
81, 2885445856, 0.5495421290397644, -0.5190469026565552, 0.45415443181991577, -0.4715268313884735, 0.00012552738189697266, -0.08225667476654053, 0.003520190715789795, 0.013203737325966358, -9.871142387390137, 0.4237004220485687, 0.9494429230690002, 0.4911273121833801, 1.3804534673690796, -0.42138671875, 0.69873046875, 0.05029296875, 
82, 2885454189, 0.5496122241020203, -0.518950343132019, 0.4541932940483093, -0.4715140163898468, 0.00022858381271362305, -0.08238023519515991, 0.0035488009452819824, 0.02549866959452629, -9.885976791381836, 0.42707136273384094, 0.9026328921318054, 0.40986621379852295, 1.4397633075714111, -0.423583984375, 0.70068359375, 0.053466796875, 
83, 2885462522, 0.5496802926063538, -0.5189444422721863, 0.4541652798652649, -0.4714682698249817, 0.0002581477165222168, -0.08235138654708862, 0.003437638282775879, 0.029163723811507225, -9.882516860961914, 0.41371312737464905, 0.9496477246284485, 0.5356960892677307, 1.4408262968063354, -0.42236328125, 0.6982421875, 0.04833984375, 
