sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2024-03-25_18:11:24_874 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
249,890680297,-0.606081,0.809896,120.424255,0.003170,-0.008326,0.544961,0.824338,0.340771,1.236396
250,890696964,-0.606765,0.809495,120.426033,0.008177,-0.008692,0.543327,0.798073,0.414599,1.257897
251,890713631,-0.607066,0.809009,120.428368,-0.013270,-0.008809,0.542810,0.821201,0.409553,1.258397
252,890730298,-0.607678,0.808569,120.431427,-0.008168,0.011737,0.528482,0.802119,0.412064,1.280411
253,890746965,-0.607998,0.808032,120.434677,0.004285,-0.003829,0.530512,0.819907,0.406531,1.258307
254,890763632,-0.608966,0.807035,120.436150,0.010356,-0.004939,0.509907,0.781207,0.379049,1.244822
255,890780299,-0.608730,0.806572,120.436073,-0.005467,0.010441,0.513672,0.853806,0.411244,1.220682
256,890796966,-0.609446,0.806410,120.438148,-0.004972,-0.001543,0.516561,0.796356,0.429096,1.246320
257,890813633,-0.608938,0.805542,120.439171,0.006954,-0.001952,0.523734,0.869698,0.386745,1.246167
258,890830300,-0.608192,0.805784,120.440155,0.009411,0.001491,0.526480,0.884298,0.453569,1.235345
259,890846967,-0.607128,0.805794,120.443192,-0.002098,0.000559,0.518702,0.902777,0.439059,1.279053
260,890863634,-0.607215,0.805368,120.444717,-0.012473,0.005187,0.505996,0.834154,0.413325,1.251040
261,890880301,-0.606919,0.805545,120.445808,-0.012090,-0.002742,0.512844,0.857494,0.449817,1.219504
262,890896968,-0.607206,0.804370,120.447571,-0.000260,0.009560,0.521594,0.821905,0.368343,1.256015
263,890913635,-0.607574,0.803947,120.449257,-0.011959,-0.005001,0.492847,0.816898,0.413293,1.275391
264,890930302,-0.607719,0.803844,120.450783,0.005344,-0.010209,0.521710,0.830729,0.432925,1.232899
265,890946969,-0.607611,0.804462,120.451851,0.003089,-0.007988,0.500576,0.846327,0.476441,1.208746
266,890963636,-0.607452,0.805084,120.450798,-0.008238,-0.005163,0.507332,0.847928,0.475557,1.304589
267,890980303,-0.608874,0.804398,120.453911,-0.010382,0.004313,0.517961,0.753455,0.397413,1.280398
268,890996970,-0.607271,0.804260,120.454239,-0.004897,-0.009189,0.494551,0.936355,0.431440,1.177909
269,891013637,-0.607186,0.804670,120.455452,-0.001454,0.010041,0.533237,0.844047,0.463366,1.262584
270,891030304,-0.606644,0.804195,120.455376,-0.004385,0.010972,0.528411,0.872644,0.411193,1.185273
271,891046971,-0.606614,0.804214,120.456833,-0.002202,-0.012850,0.529238,0.840615,0.439956,1.279886
272,891063638,-0.606063,0.804578,120.457191,-0.002196,-0.000218,0.521513,0.872439,0.461022,1.237113
273,891080305,-0.604809,0.805656,120.457382,-0.000577,-0.008963,0.521640,0.913893,0.503283,1.289849
274,891096972,-0.604378,0.805722,120.459732,0.011129,-0.003168,0.507960,0.864204,0.442312,1.314578
275,891113639,-0.604347,0.806896,120.462273,-0.007894,-0.006268,0.519382,0.840743,0.509161,1.271459
276,891130306,-0.604929,0.806653,120.462288,-0.004246,0.004548,0.521760,0.804681,0.424691,1.219235
277,891146973,-0.605481,0.806635,120.463013,0.004250,0.007372,0.534883,0.805846,0.437779,1.262136
278,891163640,-0.605211,0.807528,120.461876,0.009593,-0.002375,0.512680,0.855599,0.492782,1.241172
279,891180307,-0.605181,0.807723,120.462685,0.007148,-0.011143,0.518805,0.841192,0.450790,1.239354
280,891196974,-0.604748,0.807981,120.463669,0.005527,0.008291,0.524057,0.865562,0.454632,1.234462
281,891213641,-0.604724,0.807110,120.463531,0.001417,-0.013131,0.517920,0.840846,0.386822,1.241416
282,891230308,-0.604236,0.806398,120.463348,0.000017,0.000638,0.526772,0.868892,0.396440,1.230043
283,891246975,-0.604058,0.806809,120.462914,0.000149,0.008077,0.527754,0.850079,0.463622,1.249445
284,891263642,-0.604468,0.807000,120.461189,-0.000840,0.000967,0.523927,0.815182,0.450777,1.223627
285,891280309,-0.605712,0.806673,120.459755,0.006179,-0.006728,0.528204,0.765263,0.419799,1.210808
286,891296976,-0.605543,0.805597,120.459610,0.008705,-0.004997,0.520787,0.849375,0.374272,1.261931
287,891313643,-0.605397,0.805270,120.458977,-0.006484,0.002202,0.527386,0.848254,0.419408,1.240141
288,891330310,-0.605497,0.804844,120.458191,0.003162,-0.004059,0.513535,0.834250,0.414036,1.190126
289,891346977,-0.605463,0.803581,120.456627,0.007109,0.004444,0.525857,0.841768,0.363348,1.226407
290,891363644,-0.605506,0.803119,120.456757,-0.012823,-0.006000,0.521127,0.836799,0.411218,1.257974
291,891380311,-0.606025,0.803390,120.457001,0.002515,0.007539,0.516691,0.807729,0.454850,1.291040
292,891396978,-0.606492,0.804161,120.454964,-0.006945,-0.015932,0.506537,0.812057,0.485738,1.204405
293,891413645,-0.606902,0.804387,120.452583,-0.005654,0.005808,0.503396,0.814580,0.452416,1.260715
294,891430312,-0.606722,0.804052,120.453568,0.000176,-0.004777,0.530965,0.848875,0.417916,1.336925
295,891446979,-0.606545,0.804243,120.452530,-0.000281,-0.001555,0.511171,0.850066,0.450508,1.245001
296,891463646,-0.605994,0.804527,120.449608,0.002396,0.002398,0.521834,0.873284,0.456681,1.187321
297,891480313,-0.606227,0.804587,120.446846,0.001396,-0.007807,0.506962,0.826208,0.443170,1.197477
298,891496980,-0.606077,0.803341,120.445976,0.003736,0.000033,0.529689,0.848606,0.364296,1.235345
299,891513647,-0.605793,0.803175,120.445412,-0.005062,-0.012950,0.499546,0.856316,0.428981,1.264006
300,891530314,-0.607174,0.802419,120.445473,0.006315,-0.006926,0.518339,0.756477,0.393494,1.253364
301,891546981,-0.607360,0.801779,120.443420,-0.002651,-0.004895,0.511117,0.828961,0.401140,1.194071
302,891563648,-0.606326,0.801217,120.443123,0.000301,0.006258,0.517382,0.901074,0.404866,1.275660
303,891580315,-0.605865,0.801456,120.441277,0.005890,-0.008231,0.515087,0.867688,0.453735,1.204597
304,891596982,-0.605261,0.800519,120.439445,0.016325,-0.008790,0.529654,0.876934,0.383672,1.159583
305,891613649,-0.605180,0.800242,120.440399,0.005040,-0.018970,0.512702,0.843932,0.421950,1.281410
306,891630316,-0.605569,0.799536,120.439873,-0.000069,-0.007273,0.526628,0.815502,0.395966,1.286737
307,891646983,-0.606110,0.799973,120.438271,0.006456,-0.004419,0.519235,0.808036,0.465735,1.176500
308,891663650,-0.605860,0.800234,120.438080,0.002003,-0.002511,0.504613,0.853255,0.453556,1.333404
309,891680317,-0.606991,0.799142,120.437805,-0.002388,-0.005422,0.516615,0.771448,0.373030,1.265389
310,891696984,-0.607369,0.799321,120.436798,0.005878,-0.010172,0.519808,0.817321,0.449945,1.212998
311,891713651,-0.607666,0.799438,120.435112,-0.001423,0.003108,0.517536,0.822238,0.446167,1.205916
312,891730318,-0.607793,0.800049,120.434586,-0.000588,-0.018877,0.512660,0.831740,0.475301,1.260587
313,891746985,-0.608383,0.799766,120.433899,-0.017666,-0.015194,0.529759,0.804335,0.421886,1.228776
314,891763652,-0.608668,0.799482,120.434761,0.000241,-0.002683,0.503448,0.821841,0.421297,1.282409
315,891780319,-0.607406,0.799389,120.435921,-0.006282,-0.007371,0.526769,0.914815,0.432874,1.269858
316,891796986,-0.607845,0.798475,120.437111,-0.008942,-0.004830,0.549082,0.813056,0.383851,1.248715
317,891813653,-0.608443,0.797651,120.435471,-0.007061,0.002197,0.525422,0.804476,0.390101,1.178998
318,891830320,-0.609317,0.796832,120.434258,0.002964,-0.003212,0.531257,0.787392,0.389960,1.213907
319,891846987,-0.609262,0.796165,120.435539,0.003199,-0.008136,0.521516,0.841934,0.398258,1.294485
320,891863654,-0.610535,0.796079,120.435623,-0.007759,-0.005280,0.519709,0.763201,0.433681,1.230543
321,891880321,-0.610855,0.795133,120.435661,0.006212,-0.001845,0.531243,0.820906,0.382481,1.198540
322,891896988,-0.611654,0.794970,120.435440,-0.002948,-0.012256,0.512439,0.791375,0.428904,1.247665
323,891913655,-0.611973,0.794750,120.434311,0.000493,-0.010873,0.514865,0.820740,0.425856,1.208618
324,891930322,-0.611218,0.795257,120.433067,0.000251,-0.004606,0.520038,0.885181,0.469436,1.206249
325,891946989,-0.610782,0.794338,120.433983,0.002067,0.001140,0.524769,0.866010,0.383877,1.214625
326,891963656,-0.610552,0.795107,120.433449,0.000623,-0.001732,0.513043,0.853921,0.485393,1.189883
327,891980323,-0.610305,0.795510,120.431480,-0.007235,-0.010342,0.517561,0.855074,0.463545,1.185400
328,891996990,-0.609085,0.795047,120.430443,-0.001175,-0.005474,0.536364,0.912548,0.410847,1.247627
329,892013657,-0.608134,0.794322,120.430336,0.005818,0.006832,0.517748,0.896387,0.395172,1.251110
330,892030324,-0.608008,0.794380,120.428925,-0.000258,0.004397,0.517257,0.847608,0.442658,1.197669
331,892046991,-0.607613,0.793584,120.430359,0.010678,-0.008829,0.497840,0.862322,0.390357,1.298519
332,892063658,-0.608229,0.792565,120.429649,0.001589,-0.008963,0.510732,0.803592,0.378434,1.158699
333,892080325,-0.608291,0.792958,120.429581,-0.011850,0.003169,0.524211,0.835480,0.462098,1.254721
334,892096992,-0.607093,0.793863,120.429337,0.005198,0.003920,0.513678,0.911908,0.493512,1.203560
335,892113659,-0.607040,0.794144,120.429489,0.003831,-0.013074,0.511028,0.842946,0.455759,1.222116
336,892130326,-0.607387,0.794444,120.429680,-0.004191,0.002532,0.525564,0.819421,0.457257,1.187757
337,892146993,-0.607106,0.793960,120.430199,0.007048,-0.005672,0.530582,0.856405,0.409733,1.242235
338,892163660,-0.607751,0.793725,120.429825,0.008049,-0.010060,0.522320,0.800928,0.424780,1.235025
339,892180327,-0.608631,0.792855,120.429771,-0.006642,-0.006488,0.514914,0.786931,0.386630,1.225164
340,892196994,-0.609486,0.792890,120.429680,-0.006278,-0.009231,0.506632,0.787648,0.440353,1.285982
341,892213661,-0.609179,0.792822,120.428421,0.002905,-0.002416,0.510672,0.858672,0.435179,1.184786
342,892230328,-0.608893,0.792991,120.428078,-0.002683,-0.005785,0.520693,0.857148,0.449279,1.202548
343,892246995,-0.609732,0.793258,120.429268,-0.008758,-0.008551,0.511871,0.788686,0.454350,1.271984
344,892263662,-0.609753,0.792778,120.429565,0.005144,-0.008140,0.531461,0.838067,0.409810,1.245616
345,892280329,-0.609483,0.791943,120.429649,0.004208,-0.001752,0.525250,0.856572,0.389358,1.177742
346,892296996,-0.609429,0.791196,120.429909,-0.003014,-0.003917,0.506872,0.842536,0.393750,1.252736
347,892313663,-0.609783,0.791078,120.432312,-0.009105,-0.001772,0.510013,0.817948,0.431299,1.260587
348,892330330,-0.609155,0.790818,120.432289,-0.004381,-0.000875,0.493283,0.877152,0.423103,1.235589
349,892346997,-0.608956,0.791107,120.433708,0.003807,0.006459,0.508697,0.851308,0.455989,1.241723
350,892363664,-0.609079,0.790478,120.432549,0.002797,-0.008426,0.531969,0.832522,0.401319,1.203265
351,892380331,-0.608369,0.790620,120.433746,-0.007542,-0.011059,0.495296,0.881327,0.446679,1.300453
352,892396998,-0.609107,0.790280,120.433807,0.003203,-0.014285,0.525175,0.795690,0.418710,1.197118
353,892413665,-0.607469,0.789402,120.434570,0.006459,-0.003739,0.518736,0.937956,0.386169,1.223320
354,892430332,-0.607111,0.788397,120.435020,-0.006064,0.001099,0.502523,0.861349,0.378639,1.212588
355,892446999,-0.606222,0.788009,120.433601,-0.004758,-0.002425,0.531065,0.893032,0.415483,1.219069
356,892463666,-0.606139,0.787677,120.435020,-0.008189,-0.006843,0.528615,0.844611,0.418966,1.227277
357,892480333,-0.607322,0.787403,120.434174,0.000487,-0.015185,0.524429,0.769028,0.422667,1.202868
358,892497000,-0.606964,0.787238,120.433365,0.001182,-0.011157,0.516697,0.861887,0.429531,1.168010
359,892513667,-0.607881,0.786072,120.434746,0.002269,-0.011620,0.480759,0.783857,0.368291,1.279156
360,892530334,-0.605119,0.813178,120.445473,0.000486,0.006784,0.507841,0.831049,0.435576,1.206185
361,892547001,-0.605777,0.812672,120.448997,-0.006002,0.008185,0.528169,0.799007,0.403150,1.269538
362,892563668,-0.605477,0.812734,120.448204,-0.009534,-0.001432,0.513305,0.857353,0.437856,1.212050
363,892580335,-0.605135,0.811587,120.449158,0.000869,-0.008427,0.520562,0.859120,0.364885,1.257180
364,892597002,-0.604988,0.811177,120.450867,-0.010417,0.000325,0.526269,0.847684,0.409285,1.244246
365,892613669,-0.606028,0.811882,120.450439,0.007386,-0.003663,0.509264,0.777365,0.476864,1.173964
366,892630336,-0.606569,0.811507,120.452820,-0.012395,-0.017217,0.516527,0.806217,0.411218,1.254772
367,892647003,-0.606276,0.811600,120.453300,0.003856,-0.000052,0.520838,0.856828,0.439636,1.217532
368,892663670,-0.606069,0.810561,120.453499,-0.005149,-0.010566,0.511843,0.851488,0.371583,1.231017
369,892680337,-0.606665,0.809476,120.453064,-0.000179,-0.010090,0.530203,0.803656,0.369162,1.196926
370,892697004,-0.606946,0.809128,120.455086,0.007051,0.000200,0.523684,0.821905,0.412832,1.249202
371,892713671,-0.606024,0.808343,120.455376,0.012316,-0.004843,0.523953,0.894543,0.386925,1.220451
372,892730338,-0.604928,0.808536,120.458336,-0.000664,0.000056,0.520353,0.903507,0.444425,1.325733
373,892747005,-0.605355,0.809000,120.462036,-0.000114,-0.008986,0.530788,0.812006,0.460638,1.328166
374,892763672,-0.605577,0.809645,120.463928,0.011114,-0.002135,0.519689,0.824927,0.471895,1.291565
375,892780339,-0.604793,0.810041,120.466873,0.004716,0.000725,0.520099,0.885297,0.456937,1.290886
376,892797006,-0.604780,0.810239,120.466782,0.001543,0.003312,0.508287,0.840013,0.445808,1.220669
377,892813673,-0.604962,0.810617,120.466873,-0.004000,-0.002685,0.522850,0.828135,0.456470,1.231663
378,892830340,-0.603895,0.809878,120.466957,0.009637,-0.006951,0.528769,0.903097,0.389473,1.229647
379,892847007,-0.604004,0.809823,120.467125,-0.000142,-0.002894,0.512430,0.832509,0.430389,1.236139
380,892863674,-0.603928,0.808335,120.466850,0.006485,-0.003613,0.544560,0.843983,0.344689,1.208939
381,892880341,-0.603413,0.807658,120.468803,0.010369,0.002732,0.510941,0.871120,0.393917,1.157367
382,892897008,-0.602228,0.807225,120.469734,0.012319,-0.006809,0.509013,0.909622,0.407319,1.267291
383,892913675,-0.601968,0.807856,120.468719,-0.012163,0.010125,0.536380,0.855419,0.472061,1.181725
384,892930342,-0.601959,0.808610,120.469650,-0.002811,-0.001722,0.501204,0.839949,0.479054,1.220375
385,892947009,-0.602085,0.808942,120.469994,0.006481,-0.003777,0.518521,0.831779,0.453799,1.215508
386,892963676,-0.601193,0.809973,120.471794,-0.001930,-0.015244,0.521454,0.892443,0.495318,1.261675
387,892980343,-0.600792,0.810059,120.474304,-0.006111,-0.015601,0.511801,0.862706,0.438483,1.263865
388,892997010,-0.600801,0.809613,120.475769,-0.012748,-0.000859,0.543286,0.839155,0.407300,1.188397
389,893013677,-0.600735,0.809881,120.478104,0.000312,-0.005441,0.516571,0.842382,0.449189,1.281909
390,893030344,-0.601433,0.808804,120.480415,0.001681,-0.014882,0.507278,0.796446,0.368509,1.283241
391,893047011,-0.601102,0.808756,120.479973,-0.000989,-0.004885,0.512033,0.859095,0.430825,1.221527
392,893063678,-0.600697,0.809105,120.481079,0.005127,-0.005603,0.515110,0.863410,0.454529,1.230812
393,893080345,-0.601408,0.808791,120.482391,-0.005122,-0.002103,0.517959,0.796177,0.414586,1.247678
394,893097012,-0.601701,0.808717,120.483925,0.002028,-0.005194,0.522754,0.821098,0.428865,1.260036
395,893113679,-0.603257,0.808350,120.484131,0.010417,-0.001502,0.508409,0.745989,0.411756,1.215419
396,893130346,-0.602619,0.807888,120.485794,0.003902,-0.006641,0.532096,0.877228,0.405763,1.240340
397,893147013,-0.602190,0.807593,120.486534,0.000851,0.005740,0.499920,0.864749,0.415771,1.238950
398,893163680,-0.602422,0.807553,120.490204,-0.002791,0.001263,0.525269,0.824287,0.430479,1.292462
399,893180347,-0.601465,0.807442,120.492226,0.021055,-0.011150,0.503777,0.896323,0.426727,1.252275
400,893197014,-0.601021,0.807937,120.493134,-0.006458,-0.000651,0.535327,0.865985,0.463340,1.223102
401,893213681,-0.602133,0.807325,120.494057,0.017240,0.000909,0.503506,0.771884,0.396414,1.269526
402,893230348,-0.602537,0.807942,120.496338,0.008879,-0.002284,0.528856,0.813261,0.469231,1.350769
403,893247015,-0.603080,0.808654,120.495880,0.002441,0.007837,0.540442,0.807357,0.476646,1.187783
404,893263682,-0.603456,0.809552,120.495903,-0.010362,-0.002036,0.514338,0.816923,0.487583,1.215956
405,893280349,-0.603190,0.808649,120.496353,-0.001538,-0.001794,0.514318,0.855061,0.379190,1.241249
406,893297016,-0.604379,0.808927,120.496475,0.000772,-0.007364,0.512505,0.768016,0.450290,1.223166
407,893313683,-0.604414,0.807997,120.496078,-0.002673,-0.006726,0.515707,0.837708,0.378139,1.190677
408,893330350,-0.605080,0.808155,120.496819,-0.007895,-0.009946,0.509368,0.798841,0.442671,1.259703
409,893347017,-0.605174,0.808414,120.497841,-0.004371,-0.000407,0.530911,0.832906,0.448523,1.277901
410,893363684,-0.605758,0.809087,120.497131,-0.008898,-0.005248,0.513968,0.804949,0.474443,1.174259
411,893380351,-0.605645,0.808982,120.497185,-0.003644,0.007491,0.512849,0.846122,0.427341,1.219683
412,893397018,-0.606484,0.808921,120.497108,-0.005426,-0.000753,0.527798,0.789057,0.430031,1.212909
413,893413685,-0.607073,0.808158,120.497681,0.004314,0.006661,0.505811,0.803554,0.387527,1.251328
414,893430352,-0.608381,0.807706,120.500587,-0.003728,-0.012313,0.505476,0.761254,0.406813,1.191061
415,893447019,-0.610205,0.807016,120.504044,-0.010322,-0.000402,0.526248,0.728931,0.391535,1.285431
416,893463686,-0.609997,0.806531,120.505753,0.005050,0.007621,0.527523,0.851091,0.403919,1.273239
417,893480353,-0.611656,0.806498,120.509438,-0.013565,-0.006304,0.514910,0.739432,0.431388,1.250226
418,893497020,-0.612878,0.806944,120.512665,0.002844,-0.014075,0.506108,0.765199,0.459870,1.269858
419,893513687,-0.614021,0.806774,120.514046,-0.001243,-0.004646,0.524147,0.770027,0.422846,1.271779
420,893530354,-0.613822,0.806116,120.515373,0.002843,-0.005803,0.515003,0.851027,0.393981,1.230774
421,893547021,-0.614716,0.805034,120.515724,-0.008931,-0.011290,0.516033,0.785791,0.368778,1.207031
422,893563688,-0.615465,0.804581,120.516930,-0.005040,-0.002906,0.494028,0.794115,0.406211,1.238457
423,893580355,-0.616881,0.804707,120.519142,0.003264,0.004947,0.522638,0.753686,0.440698,1.268616
424,893597022,-0.615757,0.804893,120.521301,-0.018086,0.001845,0.515779,0.906581,0.444668,1.231209
425,893613689,-0.616299,0.803710,120.524574,0.001869,-0.008728,0.523561,0.806422,0.362388,1.243413
426,893630356,-0.616471,0.803398,120.526329,-0.005465,0.005309,0.530196,0.828039,0.414215,1.285213
427,893647023,-0.616595,0.803220,120.527176,-0.002180,0.007604,0.524276,0.832214,0.423205,1.193635
428,893663690,-0.616249,0.803253,120.527390,0.008029,-0.005424,0.534577,0.860363,0.435896,1.195505
429,893680357,-0.617331,0.802160,120.527771,-0.000566,-0.008395,0.526073,0.774752,0.368304,1.195569
430,893697024,-0.616795,0.802984,120.531670,-0.002520,-0.011495,0.535552,0.871030,0.482729,1.252339
431,893713691,-0.616775,0.803924,120.532501,-0.002623,-0.009189,0.504047,0.840398,0.489913,1.230543
432,893730358,-0.617594,0.804780,120.534042,-0.003790,-0.010729,0.536283,0.789595,0.484509,1.256668
433,893747025,-0.617262,0.805036,120.534836,-0.005052,-0.001207,0.507594,0.859940,0.449484,1.167741
434,893763692,-0.617754,0.804630,120.536942,0.001555,0.001933,0.519724,0.808971,0.408670,1.272548
435,893780359,-0.617620,0.803627,120.537804,-0.002285,-0.001009,0.513722,0.846532,0.372799,1.281602
436,893797026,-0.618061,0.803638,120.538116,-0.013526,-0.006417,0.510191,0.812749,0.434193,1.212845
437,893813693,-0.618856,0.804141,120.541389,-0.007085,0.000845,0.517643,0.790158,0.462687,1.319368
438,893830360,-0.618616,0.803665,120.543282,-0.002397,-0.006260,0.521193,0.853575,0.405020,1.226086
439,893847027,-0.618658,0.803816,120.542755,0.000614,-0.010450,0.542667,0.837260,0.443081,1.179868
440,893863694,-0.618804,0.803224,120.543732,0.012184,-0.004325,0.527891,0.829941,0.397650,1.257622
441,893880361,-0.618921,0.803957,120.546570,-0.003633,0.004199,0.521799,0.831382,0.476876,1.284496
442,893897028,-0.619417,0.803455,120.546928,-0.005721,0.007574,0.526476,0.809009,0.403073,1.253569
443,893913695,-0.619176,0.803018,120.549332,0.007991,-0.010748,0.525434,0.852448,0.406390,1.310237
444,893930362,-0.619328,0.802991,120.549873,-0.003611,-0.008182,0.513145,0.830152,0.432003,1.215009
445,893947029,-0.618829,0.802975,120.551735,-0.007019,-0.011335,0.529070,0.868469,0.432054,1.273918
446,893963696,-0.618032,0.802527,120.553520,-0.008002,0.002432,0.517710,0.886359,0.406121,1.266004
447,893980363,-0.617838,0.802552,120.556908,0.005573,0.002599,0.522680,0.849925,0.434295,1.290899
448,893997030,-0.616811,0.801595,120.557564,-0.008693,-0.005011,0.515542,0.901010,0.376206,1.210463
449,894013697,-0.616401,0.802143,120.558769,0.000564,0.000979,0.500124,0.863410,0.466209,1.244514
450,894030364,-0.616476,0.802046,120.559647,0.005023,0.010932,0.510327,0.834174,0.427303,1.256386
451,894047031,-0.615641,0.801991,120.561531,-0.005464,-0.015193,0.524327,0.889241,0.430210,1.226099
452,894063698,-0.615979,0.802390,120.562241,0.011287,-0.019985,0.504583,0.819100,0.457628,1.210514
453,894080365,-0.615927,0.801226,120.563194,-0.008309,0.000227,0.519357,0.841947,0.363387,1.244438
454,894097032,-0.615088,0.801434,120.564148,-0.011263,0.010527,0.528952,0.889164,0.445744,1.248395
455,894113699,-0.615415,0.801795,120.565384,-0.002461,-0.005746,0.535168,0.819421,0.455054,1.235025
456,894130366,-0.615092,0.801146,120.565941,-0.014400,0.004457,0.522061,0.858467,0.394429,1.232336
457,894147033,-0.615886,0.801328,120.566498,0.001993,0.012480,0.488929,0.791452,0.444451,1.224063
458,894163700,-0.615855,0.801333,120.566360,0.004908,0.000840,0.527566,0.841358,0.434065,1.197656
459,894180367,-0.615642,0.800858,120.567184,-0.011311,0.008006,0.497186,0.851654,0.404854,1.245322
460,894197034,-0.615658,0.800239,120.566376,0.000247,-0.004644,0.531997,0.838374,0.396555,1.209067
461,894213701,-0.616651,0.800574,120.567482,0.003825,0.004815,0.509120,0.779273,0.453300,1.256937
462,894230368,-0.616559,0.801186,120.567375,-0.005508,-0.004179,0.517812,0.845341,0.470793,1.181892
463,894247035,-0.616652,0.801279,120.568359,0.011200,-0.016817,0.515189,0.833008,0.438714,1.264006
464,894263702,-0.616189,0.801675,120.569397,0.017653,-0.005636,0.508390,0.866920,0.457206,1.229723
465,894280369,-0.615136,0.801905,120.570953,0.008109,-0.006736,0.532774,0.901394,0.446436,1.299556
466,894297036,-0.614430,0.801649,120.571449,-0.008748,-0.018396,0.533978,0.881916,0.418364,1.201050
467,894313703,-0.613976,0.802692,120.570724,0.011430,-0.010972,0.524098,0.866753,0.496214,1.204905
468,894330370,-0.614432,0.801436,120.570694,0.001764,-0.006244,0.513445,0.812275,0.358354,1.201267
469,894347037,-0.615039,0.800518,120.571693,-0.006967,0.004146,0.517043,0.802683,0.378268,1.232707
470,894363704,-0.614147,0.800181,120.572159,-0.007622,-0.007836,0.496606,0.892712,0.413242,1.221911
471,894380371,-0.613332,0.800258,120.573288,-0.002896,0.003157,0.529408,0.887794,0.437932,1.243772
472,894397038,-0.613128,0.800048,120.574326,-0.000509,-0.000585,0.529408,0.851180,0.420618,1.246269
473,894413705,-0.612163,0.798914,120.575882,0.011531,-0.003615,0.533457,0.896425,0.364898,1.273111
474,894430372,-0.612047,0.799144,120.576393,0.014197,0.001540,0.529322,0.846416,0.447358,1.215944
475,894447039,-0.612057,0.798706,120.576447,0.011463,-0.016210,0.527403,0.838912,0.407389,1.202459
476,894463706,-0.612370,0.798368,120.578819,0.002552,0.009501,0.522174,0.819549,0.412320,1.296047
477,894480373,-0.612180,0.798937,120.578629,-0.009575,-0.005598,0.537384,0.851155,0.467912,1.192790
478,894497040,-0.611415,0.799617,120.578362,0.001714,-0.002426,0.525385,0.885476,0.474456,1.197887
479,894513707,-0.611595,0.799060,120.579659,0.006606,-0.012954,0.524027,0.828276,0.399840,1.240116
480,894530374,-0.607765,0.808177,120.581528,0.009030,-0.003789,0.524153,0.843894,0.417660,1.220836
481,894547041,-0.607997,0.809428,120.581024,-0.005188,-0.013722,0.514657,0.824466,0.506805,1.252672
482,894563708,-0.608268,0.809605,120.581841,0.007223,-0.002462,0.533135,0.822225,0.442491,1.243477
483,894580375,-0.608647,0.809752,120.583122,0.008968,0.003770,0.501962,0.815412,0.440378,1.272253
484,894597042,-0.608838,0.810152,120.583618,-0.005811,-0.018662,0.496020,0.827271,0.455964,1.226829
485,894613709,-0.608921,0.809636,120.582222,0.002561,-0.006379,0.523472,0.835249,0.402203,1.118334
486,894630376,-0.609205,0.809408,120.582741,-0.000283,0.001474,0.503147,0.821419,0.418134,1.243464
487,894647043,-0.609297,0.809085,120.582481,0.002622,-0.002113,0.534775,0.833418,0.412755,1.212537
488,894663710,-0.609087,0.808846,120.582275,-0.005079,-0.008905,0.517785,0.851296,0.417609,1.226727
489,894680377,-0.609485,0.808496,120.581924,0.000709,-0.009415,0.505338,0.814990,0.411077,1.218915
490,894697044,-0.610106,0.810350,120.581879,0.007756,-0.010142,0.532247,0.801274,0.543047,1.240506
491,894713711,-0.609264,0.810667,120.578865,-0.005114,0.000476,0.510971,0.889958,0.451507,1.174413
492,894730378,-0.609236,0.809928,120.577141,0.003092,0.004016,0.519561,0.840295,0.387527,1.233501
493,894747045,-0.608986,0.808685,120.575203,0.009631,-0.002672,0.534348,0.853895,0.357508,1.213959
494,894763712,-0.608874,0.809002,120.573235,0.005531,0.011125,0.520469,0.845879,0.451200,1.196440
495,894780379,-0.608147,0.809199,120.569298,-0.005123,-0.003393,0.519994,0.883068,0.444233,1.181418
496,894797046,-0.608374,0.810244,120.568169,-0.009923,-0.000267,0.520769,0.824441,0.494075,1.276710
497,894813713,-0.608707,0.809275,120.566025,0.000009,0.004318,0.504847,0.819062,0.374029,1.204047
498,894830380,-0.609571,0.809356,120.564644,0.006089,0.006371,0.524247,0.786047,0.436127,1.287608
499,894847047,-0.609148,0.808880,120.562431,-0.002499,-0.003899,0.525077,0.864256,0.403573,1.212652
500,894863714,-0.609404,0.809120,120.559113,-0.013066,-0.012518,0.516955,0.824351,0.447076,1.151605
501,894880381,-0.609884,0.810166,120.557297,0.004742,-0.012433,0.497955,0.809637,0.494460,1.251020
502,894897048,-0.609354,0.811259,120.555138,0.008458,0.011032,0.499217,0.869916,0.497149,1.267387
503,894913715,-0.609582,0.811674,120.552803,0.003813,-0.014787,0.514999,0.825824,0.457372,1.172325
504,894930382,-0.609672,0.813061,120.550941,0.006411,0.005451,0.496720,0.834007,0.515564,1.178664
505,894947049,-0.609180,0.813571,120.549263,-0.006349,-0.005448,0.526330,0.868456,0.462610,1.217903
506,894963716,-0.609472,0.814195,120.548279,0.000690,-0.002049,0.526951,0.821419,0.469513,1.214561
